lat,lon,count,RUA
-7.2333530,-35.8723260,1,RUA ANTONIO DE SOUSA LOPES 
-7.2570800,-35.9097373,4,AV JUSCELINO KUBITSCHEK
-7.2219207,-35.9216233,2,RUA FLORIPEDES COUTINHO 
-7.2148680,-35.8888711,1,RUA JOAO DA SILVA PIMENTEL 
-7.2223667,-35.8734667,1,RUA PAULO GOMES PERICO
-7.1884014,-35.8813203,2,AV DAS NACOES
-7.2121814,-35.8606263,1,RUA JOSÉ GOMES DE FARIAS
-7.2223667,-35.8734667,1,RUA JOÃO EDSON SOUZA
-7.2133865,-35.8988651,1,RUA DA BORBOREMA
-7.2232328,-35.8896816,1,RUA LINO GOMES DA SILVA 
-7.2230627,-35.9200239,1,RUA SEVERINO RIBEIRO CRUZ
-7.2223667,-35.8734667,1,RUA MARINALDO VITORINO BATISTA FILHO
-7.2108227,-35.8845801,1,RUA MANOEL ELIAS 
-7.2289905,-35.8839966,1,RUA PRUDENTE DE MORAES
-7.2533384,-35.8945744,1,RUA JOSÉ FIRMINO DA SILVA
-7.2445951,-35.9262148,1,RUA DAS UMBURANAS
-6.9706600,-35.7118048,1,RUA DA BARREIRA
-7.2195995,-35.8849528,1,PRACA DA BANDEIRA
-7.2338966,-35.8729918,1,RUA OTACÍLIO NEPOMUCENO
-7.2332603,-35.8632298,1,RUA DJALMA MIGUEL DE MORAIS
-7.2035447,-35.9023844,1,RUA JOSE ANCHIETA DE QUEIROZ
-7.2223667,-35.8734667,1,RUA CHA DO MARINHO
-7.2391003,-35.9269590,1,RUA DAS PITOMBEIRAS
-7.2493592,-35.9205706,1,RUA MACEIO
-7.2593207,-35.9099166,1,RUA DA CONCEIÇÃO
-7.2216092,-35.8699701,1,RUA TOME DE SOUZA 
-7.2507748,-35.9193773,1,RUA RECIFE
-7.2375122,-35.8679401,3,RODOVIA BR 230
-7.2242365,-35.8868904,1,RUA SEBASTIÃO DONATO
-7.2223667,-35.8734667,1,RUA NATALICIA R. VIEIRA 
-7.2190937,-35.8891918,3,RUA INDIOS CARIRIS
-7.2339942,-35.9105869,2,AV DINAMERICA
-7.2274704,-35.8966416,1,RUA CASTRO PINTO 
-7.2492900,-35.9013847,1,RUA ANA VILAR
-7.2354700,-35.8962185,2,AV ALMIRANTE BARROSO
-7.2223667,-35.8734667,1,RUA JÚLIA DE ANDRADE
-7.2506392,-35.8957545,1,RUA JOANA DE ALBUQUERQUE SILVEIRA 
-7.2369919,-35.9194103,1,RUA JOSE AGOSTINHO DO NASCIMENTO
-7.2163671,-35.8750987,1,RUA VIGARIO VIRGINIO 
-7.2237799,-35.8840185,1,RUA DESEMBARGADOR TRINDADE
-7.2756990,-35.9108130,1,RUA JOSE SANTINO
-7.2223667,-35.8734667,1,RUA PRINCIPAL
-7.2325367,-35.8655273,1,RUA VER. ANTONIO JOSÉ RODRIGUES
-7.2275983,-35.8770020,2,RUA ELPIDIO DE ALMEIDA
-7.1986848,-35.8959945,1,RUA QUINZE DE NOVEMBRO
-7.2170725,-35.8797332,1,RUA TAVARES CAVALCANTE
-7.2563153,-35.8787877,1,RUA VIGARIO CALIXTO
-7.2223667,-35.8734667,1,ALCA SUDOESTE
-7.2134209,-35.8982596,1,RUA JOAO MAURICIO MEDEIROS 
-7.2187447,-35.8960187,1,AV DOM PEDRO II
-7.2265907,-35.8696207,1,RUA DOM BOSCO
-7.2133336,-35.8893338,1,RUA JOSE LINS DO REGO 
-7.2152210,-35.8811836,1,RUA ESTELITA CRUZ
-7.2186352,-35.8850358,1,RUA MARQUES DO HERVAL 
-7.2227160,-35.8826100,1,RUA ALEXANDRINO CAVALCANTE 
-7.2352459,-35.9022550,1,RUA ANA ALMEIDA DE CASTRO 
-7.2223667,-35.8734667,1,RUA JOSÉ MARTINS DE ANDRADE
-7.2086304,-35.9003121,1,RUA MARIA ROSA
-7.2412275,-35.9041761,2,RUA ALFREDO ALVES ARAUJO
-7.2104718,-35.8769168,1,RUA FRANKLIN ARAÚJO
-7.2140283,-35.8999221,1,RUA JOSE AUGUSTO TRINDADE 
-7.2354335,-35.8827645,1,RUA JOAO QUIRINO 
-7.2533869,-35.9150606,1,RUA JOÃO DA CUNHA LIMA
-7.2181600,-35.8845104,1,RUA VENANCIO NEIVA
-7.2756400,-35.9140711,1,RUA DANIEL LUIS RODRIGUES
-7.2405647,-35.8777089,1,RUA NEUSA BRILHANTE
-7.2590698,-35.9176269,2,RUA TRÊS IRMÃS
-7.2227657,-35.8720450,2,RUA JOANA DARC
-7.2211282,-35.8774007,1,RUA QUEBRA QUILOS 
-7.2315441,-35.9224193,1,RUA PROFESSORA MARIA AUGUSTO MENDONÇA
-7.2372060,-35.9251120,1,RUA CRATO
-7.2433129,-35.9233968,1,RUA JAMILA ABRAÃO JORGE 
-7.2332603,-35.8632298,1,RUA DJALMA MIGUEL DE MORAIS 
-7.2257831,-35.8724315,5,RUA CAMPOS SALES
-7.2256211,-35.9024741,1,RUA OSWALDO CRUZ
-7.2332755,-35.8774000,1,RUA JOAO PEQUENO
-7.2509440,-35.8860939,1,RUA MANOEL ALVES DE OLIVIERA
-7.2416973,-35.8938156,1,RUA SEVERINO PIMENTEL
-7.2499646,-35.8959525,1,RUA JOAO SIQUEIRA LUNA 
-7.2383857,-35.8860420,1,RUA VINTE E QUATRO DE MAIO
-7.1986848,-35.8959945,2,RUA QUINZE DE NOVEMBRO 
-7.2407499,-35.8622886,1,RUA SÃO LUIZ
-7.2165873,-35.8735746,1,RUA SILVA JARDIM II
-7.2161719,-35.9226963,1,RUA FRANCISCO MELQUIADES 
-7.2509440,-35.8860939,1,RUA MANOEL ALVES OLIVEIRA
-7.2620924,-35.9186933,1,RUA PEDRO AZEVEDO
-7.2359227,-35.8668100,1,AV ENGENHEIRO JOSE CELINO FILHO
-7.2186207,-35.8481398,2,RUA GONÇALVES DIAS
-7.2477240,-35.9263465,1,RUA CORNÉLIO JACINTO DA SILVA
-7.2223667,-35.8734667,1,RUA ENGENHEIRO SATURNINO DE BRITO FILHO
-7.2223667,-35.8734667,1,RUA JOÃO VALDIVINO ALVES
-7.2234655,-35.8726491,1,RUA ESTACIO DE SÁ
-7.2223667,-35.8734667,1,RUA ANÍSIO RODRIGUES DE SOUSA
-7.2333244,-35.8877546,1,RUA PARAIBA
-7.2507437,-35.8952592,1,RUA GABRIEL CHABO
-7.2306975,-35.8928170,1,RUA ESPIRITO SANTO 
-7.2131395,-35.8862197,1,RUA PROF. MAURO LUNA
-7.2510877,-35.9112383,2,RUA JOÃO CAVALCANTE DE ARRUDA
-7.2223667,-35.8734667,1,RUA OSVALDO CRUZ TODA 
-7.2223667,-35.8734667,1,RUA JOSÉ BULCÃO DA SILVA
-7.2214361,-35.8826663,2,RUA JOAO XXIII
-7.2112966,-35.8811609,1,RUA AGAMENON MAGALHAES 
-7.2352333,-35.9049448,1,RUA DAMASCO
-7.2182730,-35.8872468,1,RUA BARTOLOMEU DE GUSMAO
-7.2530122,-35.9092220,1,RUA FRANCISCO ALVES
-7.2361952,-35.9000815,1,RUA AMÉRICO CARNEIRO
-7.2246144,-35.8853698,1,RUA OTACILIO ALBUQUERQUE
-7.2369782,-35.8854811,1,RUA GUILHERMINO BARBOSA
-7.2678080,-35.9189876,1,RUA ACÁCIO FIGUEIREDO
-7.2223667,-35.8734667,1,RUA MARIA DE LOURDES FERREIRA 
-7.2121814,-35.8606263,1,RUA JOSE GOMES DA FARIAS
-7.2138836,-35.8849458,1,RUA VIGOLVINO WANDERLEY
-7.2235079,-35.9151396,1,AV PORTUGAL 
-7.2183242,-35.8833199,2,RUA SEMEAO LEAL 
-7.2354335,-35.8827645,1,RUA JOÃO QUIRINO
-7.2754488,-35.9211554,1,RUA MANOEL LOPES DE FIGUEIREDO 
-7.2183977,-35.8773161,1,RUA MARCILIO DIAS
-7.2195995,-35.8849528,2,PRAÇA DA BANDEIRA
-7.2223667,-35.8734667,1,RUA GILSON PEREIRA SOUZA
-7.2237799,-35.8840185,1,RUA DESEMBARGADOR TRINDADE 
-7.2208531,-35.8686463,1,RUA SGT EDSON SALES
