lat,lon,count,RUA
-7.2407499,-35.8622886,1,RUA SÃO LUÍS 
-7.2223667,-35.8734667,1,RUA BENJAMIN FRANKLIN
-7.2190937,-35.8891918,1,RUA INDIOS CARIRIS 
-7.2474131,-35.8471250,1,AVENIDA SEVERINO BEZERRA CABRAL 
-7.2404667,-35.9254590,1,RUA DOS PAU DARCOS
-7.2085383,-35.8769662,2,RUA FÉLIX CAROLINO BARBOSA 
-7.2216378,-35.9233845,1,RUA RUBENS DUTRA
-7.2529968,-35.9145637,1,RUA MONSENHOR JOSE COUTINHO
-7.2223667,-35.8734667,1,RUA IPINO PAULINO
-7.2210294,-35.9201042,1,RUA RITA PERREIRA 
-7.2112935,-35.8827158,1,RUA LUIZA DE CASTRO
-7.2422276,-35.9074358,1,RUA JOSE LUCAS GAUDÊNCIO
-7.2335469,-35.8816880,1,RUA JOSELITA REIS BRASILEIRO 
-7.2420242,-35.8848662,2,RUA ALDERICO PESSOA
-7.2112966,-35.8811609,1,RUA AGAMENON MAGALHAES
-7.2461142,-35.9031862,2,RUA ZEZINHO UCHOA
-7.2336021,-35.9341271,1,RUA ANTONIO RODRIGUES ALVES
-7.2223667,-35.8734667,1,RUA FERNANDO VIEIRA
-7.2454219,-35.8968870,2,RUA MANOEL LEONARDO GOMES 
-7.2371684,-35.9179367,1,RUA TRANQUILINO COELHO LEMOS 
-7.2256898,-35.8959277,1,RUA PROFESSOR CAPIBA
-7.2410812,-35.8880520,1,AVENIDA ASSIS CHATEUBRIAND
-7.2220398,-35.8906289,2,RUA SANTA CLARA
-7.2583806,-35.9094810,1,RUA JUDIVAN CABRAL
-7.2223667,-35.8734667,1,ALÇA SUDOESTE
-7.2561681,-35.8863242,1,RUA DO JUA
-7.2181796,-35.8786288,1,RUA JOSE TAVARES 
-7.1514743,-35.8515564,7,RUA PROJETADA
-7.2510877,-35.9112383,1,RUA SENADOR JOÃO CAVALCANTI DE ARRUDA
-7.2223667,-35.8734667,1,RUA JOANA ALVES DE MELO
-7.2380112,-35.9219662,1,RUA DOUTOR AUGUSTO DE ALMEIDA
-7.2223667,-35.8734667,1,RUA PLÍNIO LÚCIO SOUTO LIMA 
-7.2509654,-35.9273498,3,RUA FRANCISCO LOPES DE ALMEIDA
-7.2463669,-35.9049955,1,RUA PEDRO G BARBOSA 
-7.2265122,-35.8792653,1,RUA PAULO DE FROTIM
-7.2678080,-35.9189876,1,RUA DR ACÁCIO DE FIGUEIREDO
-7.2570800,-35.9097373,1,RUA JUSCELINO KUBISCHECK
-7.3389658,-35.8989185,1,RUA ASSIS CHATEAUBRIAND
-7.2211282,-35.8774007,1,RUA QUEBRA QUILOS 
-7.2143063,-35.8683344,1,RUA DOUTOR AURÉLIO FEITOSA VENTURA
-7.2445951,-35.9262148,2,RUA UBURANAS
-7.2441903,-35.8749261,1,RUA LEVI MENEZES 
-7.2381701,-35.9014353,1,RUA ENFERMEIRA MARIA DE LURDES 
-7.2386942,-35.8669442,1,RUA JOSÉ BERNARDINO
-7.2230627,-35.9200239,4,RUA DOUTOR SEVERINO RIBEIRO CRUZ 
-7.2217283,-35.9163941,4,RUA APRIGIO VELOSO
-7.2086371,-35.9230157,1,RUA JUVENCIO ARRUDA
-7.2235857,-35.8839771,2,RUA MIGUEL COUTO
-7.2196143,-35.8680883,1,RUA MAMEDE MOISÉS RAIA 
-7.2197920,-35.8982818,12,RUA RODRIGUES ALVES
-7.2112139,-35.9014601,1,RUA ANTONIETA CAVALCANTE
-7.2491430,-35.8712897,1,RUA NARCISO COSTA FIGUEIREDO
-7.2196143,-35.8680883,4,RUA MAMEDE MOISES RAIA 
-7.2223667,-35.8734667,1,RUA ALMONI TAVARES DE MELO
-7.2275983,-35.8770020,1,AVENIDA ELPIDIO DE ALMEIDA 
-7.2077089,-35.8802096,1,TRAVESSA NORBERTO LEAL 
-7.2410812,-35.8880520,2,AV ASSIS CHATEAUBRIAND 
-7.2179285,-35.8950022,7,AVENIDA RIO BRANCO
-7.2193398,-35.8816382,3,RUA AFONSO CAMPOS 
-7.2223667,-35.8734667,1,RUA MARIA DE CASTRO PINTO
-7.2093170,-35.9012116,1,RUA ANA DA SILVA MEIRA 
-7.2223667,-35.8734667,1,RUA BAIRRO DA GLORIA
-7.2223667,-35.8734667,1,RUA AMADO COUTINHO
-7.2427705,-35.8636874,1,RUA LUIZ DE GONZAGA COSTA
-7.2570800,-35.9097373,7,AV JUSCELINO KUBITSCHEK
-7.2344739,-35.9296446,1,RUA CABACEIRAS
-7.2385524,-35.8926909,1,RUA PADRE PEDRO SERRÃO 
-7.2175707,-35.8848466,1,RUA MONSENHOR SALES 
-7.2085383,-35.8769662,1,RUA FELIX CAROLINE BABOSA
-7.2293298,-35.9185489,1,RUA ELIZABETE DE ARRUDA
-7.2352333,-35.9049448,4,RUA DAMASCO
-7.2121814,-35.8606263,3,RUA JOSÉ GOMES DE FARIAS
-7.2242365,-35.8868904,2,RUA SEBASTIAO DONATO
-7.2179827,-35.8836460,6,RUA MACIEL PINHEIRO
-7.2232328,-35.8896816,2,RUA LINO GOMES DA SILVA 
-7.2372812,-35.8919876,1,RUA ACRE
-7.2284732,-35.9281247,1,RUA JOSÉ DE SOUSA 
-7.2223667,-35.8734667,1,RUA MARINALDO VITORINO BATISTA FILHO
-7.2415243,-35.8923018,1,RUA EDESIO SILVA
-7.2223667,-35.8734667,1,RUA ARQUELAU DA COSTA DE GUIMARÃES
-7.2289905,-35.8839966,1,RUA PRUDENTE DE MORAES
-7.2533384,-35.8945744,2,RUA JOSÉ FIRMINO DA SILVA
-7.2525833,-35.8940182,1,RUA ROBERTO CAVALCANTE ALBUQUERQUE
-7.2223667,-35.8734667,1,RUA LEONIZA MARTINS LEITE
-7.2422696,-35.8729246,1,RUA ANTONIO VILARIM
-7.2338966,-35.8729918,2,RUA OTACÍLIO NEPOMUCENO
-7.2332603,-35.8632298,1,RUA DJALMA MIGUEL DE MORAIS
-7.2196928,-35.9078565,1,RUA MARIA DE LOURDES CRISPIM LIMA
-7.2049314,-35.9503141,3,RUA MANOEL MOTA 
-7.2380335,-35.8715690,1,RUA BASILIO ARAUJO
-7.2507748,-35.9193773,2,RUA RECIFE
-7.2516105,-35.9038887,1,RUA FLORIANO MENDES FREIRE
-7.2181369,-35.9088333,2,RUA ANTÔNIO JOAQUIM PEQUENO
-7.2186352,-35.8850358,1,RUA MARQUÊS DE HERVAL 
-7.2223667,-35.8734667,1,RUA PAULINO MAIA SOUZA
-7.2339942,-35.9105869,4,AV DINAMERICA
-7.2134209,-35.8982596,4,RUA JOAO MAURICIO MEDEIROS 
-7.2335851,-35.9280392,1,RUA PATOS
-7.2087177,-35.9162327,1,RUA BARAUNAS
-7.2235596,-35.8926188,1,RUA MELO LEITÃO 
-7.2473910,-35.8866316,1,RUA VENEZUELA 
-7.2127957,-35.8868266,1,RUA MANOEL SERGIO DE OLIVEIRA
-7.2395701,-35.9023429,3,RUA JOSE SEBASTIAO DA SILVA
-7.2178632,-35.8591115,1,RUA PAPA JÕAO PAULO
-7.2231176,-35.9168344,1,RUA JOÃO SERGIO DE ALMEIDA
-7.2322620,-35.9085257,1,RUA SANTA HELENA
-7.2297742,-35.8826585,1,RUA PADRE ARISTIDES FERREIRA DA CRUZ
-7.2223667,-35.8734667,1,RUA JOÃO ERNESTO BATISTA DE HOLANDA
-7.2353856,-35.8635756,1,RUA ANTONIO BARBOSA DE MENEZES 
-7.2059804,-35.8962939,1,RUA POBRO CÂMARA 
-7.1857344,-35.8681934,1,AVENIDA REPÚBLICA FEDERAL DA ALEMANHA
-7.2223667,-35.8734667,1,RUA BEL. PLÍNIO LÚCIO SOUTO LIMA
-7.2422696,-35.8729246,1,RUA ANTONIO VILLARIM
-7.2303339,-35.9222391,2,RUA GUARABIRA
-7.2521756,-35.9082585,1,RUA ANTONIO GOMES PERICO
-7.2465473,-35.8947422,1,RUA CASSIANO PEREIRA 
-7.2325367,-35.8655273,1,RUA VER. ANTONIO JOSÉ RODRIGUES
-7.2207460,-35.9019810,1,RUA JOSÉ DE ALENCAR
-7.2421834,-35.8979250,3,RUA PEDRO BRASIL 
-7.2293298,-35.9185489,1,RUA ELIZABETH ARRUDA
-7.2430422,-35.9202872,1,RUA ANTÔNIO BARBOSA DE MEDEIROS
-7.2170725,-35.8797332,1,RUA TAVARES CAVALCANTE
-7.2151451,-35.8811232,1,AVENIDA JANÚNCIO FERREIRA
-7.2322313,-35.8981365,1,RUA GENERINO MACIEL
-7.2223667,-35.8734667,1,AV CANAL DO PRADO
-7.2317536,-35.8790035,2,RUA PADRE ANCHIETA 
-7.2212571,-35.9028520,1,RUA MARECHAL DEODORO DA FONSECA 
-7.2308013,-35.8766648,1,RUA PEDRO LEAO 
-7.2064363,-35.8726168,2,RUA CLEMENTINO SIQUEIRA
-7.2235596,-35.8926188,1,RUA MELO LEITÃO
-7.2490975,-35.9184154,1,AVENIDA BELO HORIZONTE
-7.2130820,-35.9021875,2,RUA FRANCISCO CALIXTO 
-7.2227523,-35.8646399,1,RUA ANTONIO ALVES DE LENO
-7.2213790,-35.8802905,2,RUA JOAO DA MATA 
-7.2241471,-35.8885111,1,RUA PAULINO RAPOSO 
-7.2140283,-35.8999221,1,RUA JOSE AUGUSTO TRINDADE 
-7.2224789,-35.8743662,1,RUA VINTE DE ABRIL 
-7.2254439,-35.8682139,3,RUA PEDRO DA COSTA AGRA 
-7.2148680,-35.8888711,1,RUA JOÃO SILVA PIMENTEL
-7.2533869,-35.9150606,4,RUA JOÃO DA CUNHA LIMA
-7.2249736,-35.9222103,1,RUA JOSE BRAGA LIRA
-7.2335085,-35.9,1,RUA PENEDO
-7.2111244,-35.8866017,1,RUA LICIONÉIA MARIA DA CONCEIÇÃO
-7.2180225,-35.9016593,1,RUA JOAO ALVES DE LIRA 
-7.2463944,-35.8989804,1,RUA LUIZ TRAVASSOS DE MOURA
-7.2114465,-35.8936247,1,RUA DESEMBARGADOR ARQUIMEDES SOUTO MAIOR
-7.2139995,-35.9252924,2,RUA VICENTE GOMES DE ALMEIDA
-7.2252957,-35.8904021,1,RUA FELIPE CAMAROES
-7.2072556,-35.8826059,2,RUA BENEDITO MOTA
-7.2450960,-35.9150151,1,RUA EULÁLIA ARAÚJO 
-7.2316765,-35.8714851,2,RUA RAIMUNDO NONATO
-7.2127957,-35.8868266,1,RUA MANOEL SERGIO OLIVEIRA 
-7.1884014,-35.8813203,2,AVENIDA DAS NAÇÕES
-7.2265482,-35.9321453,1,RUA JOSÉ LUIS FERNANDES
-7.2254408,-35.8998516,1,TRAVESSA OSVALDO CRUZ
-7.2469337,-35.8804677,1,RUA MARIA DE LOUDES LOUREIRO
-7.2323342,-35.8817502,1,RUA CRISTIANO COLACO
-7.2556036,-35.9248992,1,RUA HENRIQUE NÓBREGA
-7.2332755,-35.8774000,1,RUA JOAO PEQUENO
-7.2223667,-35.8734667,1,RUA JOÃO RUFINO DA SILVA
-7.2104718,-35.8769168,1,RUA FRANKLIN ARAUJO
-7.2421834,-35.8979250,2,RUA PEDRO BRASIL
-7.2232328,-35.8896816,1,RUA LINO GOMES
-7.2234394,-35.8865472,1,RUA FREI CANECA
-7.2530122,-35.9092220,2,RUA FRANCISCO ALVES 
-7.2217283,-35.9163941,1,RUA APRÍGIO VELOSO 
-7.2454219,-35.8968870,1,RUA LEONARDO GOMES
-7.2223667,-35.8734667,1,RUA APRIGIO FERREIRA LEITE 
-7.2484266,-35.9089906,1,RUA SALUSTIANO BEZERRA CABRAL 
-7.2429091,-35.8905571,4,RUA SANTA CATARINA
-7.2124658,-35.8934889,1,RUA OURO BRANCO 
-7.2435114,-35.9144384,1,RUA ANA CAVALCANTE
-7.2223667,-35.8734667,1,RUA LISIÊ KELLY COSTA
-7.2457010,-35.8991081,1,RUA AUGUSTO BORBOREMA
-7.2564180,-35.9065424,1,RUA ANTONIO PEREIRA FUTUOZO
-7.2264095,-35.9222325,1,RUA JOAQUIM AMORIM JR
-7.2449416,-35.8926445,1,RUA PEDRO OTÁVIO DE FARIAS LEITE 
-7.2223667,-35.8734667,1,RUA OBERDAN ALVES GOMES 
-7.2265639,-35.9092725,1,RUA JOAQUIM GONÇALVES LEDO
-7.2223667,-35.8734667,1,AVENIDA MINISTRO ALCIDES CARNEIRO
-7.2223667,-35.8734667,1,RUA PROFESSOR JOSÉ LOPES DE ANDRADE
-7.2281829,-35.9078185,1,RUA LEONISIA MARTINS LEITE
-7.2235079,-35.9151396,2,AVENIDA PORTUGAL
-7.2331880,-35.8902239,3,RUA SÃO PAULO
-7.2223667,-35.8734667,1,RUA JOSE DA GUIA LESSA SILVEIRA
-7.2108865,-35.9264473,1,RUA ROKETI PINTO
-7.2276544,-35.9194464,1,RUA CORONEL ANIBAL FERREIRA
-7.2482620,-35.9226636,1,RUA CATINGUEIRAS
-7.2208531,-35.8686463,1,RUA SARGENTO ÉDSON SALES 
-7.2202454,-35.8941189,2,RUA ANTENOR NAVARRO 
-7.2756990,-35.9108130,1,RUA JOSE SANTINO
-7.2109414,-35.8956616,1,RUA FRANCISCO ASSIS DE OLIVEIRA
-7.2369782,-35.8854811,2,RUA GUILHERMINO BARBOSA
-7.2429091,-35.8905571,2,RUA SANTA CATARINA 
-7.2223667,-35.8734667,2,RUA JOAO WALLIG
-7.2492752,-35.9191912,3,RUA FLORIANOPOLIS
-7.2419955,-35.9255608,1,RUA COROA DE FRADE
-7.2380335,-35.8715690,1,RUA BASILIO ARAUJO 
-7.2337229,-35.8665722,1,RUA JOSÉ AROLDO DE MENEZES
-7.2176998,-35.9274744,1,RUA ELVIRA DE ALMEIDA CASTRO
-7.2435010,-35.8954198,6,RUA APRIGIO NEPOMUCENO
-7.2170725,-35.8797332,2,RUA TAVARES CAVALCANTE 
-7.2269866,-35.9028708,1,RUA JOSÉ PEIXOTO
-7.2107465,-35.8995920,1,RUA CARNEIRO DA CUNHA
-7.2468558,-35.8850616,1,RUA NOSSA SENHORA APARECIDA
-7.2183977,-35.8773161,2,RUA MARCILIO DIAS
-7.2357916,-35.8936699,1,RUA PETRÔNIO FIGUEIREDO
-7.2223667,-35.8734667,1,RUA GILSON PEREIRA SOUZA
-7.2202351,-35.8626979,1,RUA JOSE ARANHA 
-7.2237799,-35.8840185,5,RUA DESEMBARGADOR TRINDADE 
-7.2223667,-35.8734667,1,RUA ALEXANDRINO CAVALCANTI BELO 
-7.2144277,-35.8556173,1,RUA JOSE DE ALMEIDA
-7.2551012,-35.9277548,1,RUA QUIVAL DE ARAUJO
-7.2223667,-35.8734667,1,RUA LÍDIA BATISTA MAX
-7.2139995,-35.9252924,1,TRAVESSA VICENTE GOMES ALMEIDA
-7.2242125,-35.9117768,1,RUA ANTÔNIO JOSÉ SANTIAGO
-7.2235342,-35.8674771,1,RUA ANA MOREIRA
-7.2074730,-35.8869542,1,RUA SEVERINO VERONICA
-7.2563153,-35.8787877,2,AV VIGARIO CALIXTO
-7.2331245,-35.8777079,2,RUA ARIUS 
-7.2223667,-35.8734667,1,RUA EUTIQUE LORERO
-7.2177546,-35.8916177,1,AVENIDA GETULIO VARGAS
-7.2381701,-35.9014353,1,RUA ENFERMEIRA MARIA DE LOURDES
-7.2325367,-35.8655273,1,RUA VEREADOR ANTÔNIO JOSÉ RODRIGUES
-7.2334289,-35.8922382,2,RUA PERNAMBUCO 
-7.2451072,-35.8998723,1,RUA MANOEL DO O. JUNIOR 
-7.2221843,-35.8802436,1,RUA DEPUTADO ÁLVARO GAUDÊNCIO 
-7.2100268,-35.8945235,1,AVENIDA ANA DE AZEVEDO
-7.2223667,-35.8734667,1,RUA VALDEY PEQUENO DE MELO
-7.2179285,-35.8950022,3,RUA RIO BRANCO
-7.2435010,-35.8954198,1,RUA APRIGIO NEPONUCENO 
-7.2223667,-35.8734667,1,RUA CORONEL HONORATO DA COSTA AGRA
-7.2230627,-35.9200239,1,RUA SEVERINO LUCENA VAZ RIBEIRO 
-7.2556841,-35.9253763,1,RUA CLAUDIO BEZERRA DE LIMA
-7.2452594,-35.8955600,2,RUA JOVINO SOBREIRA DE CARVALHO
-7.2223667,-35.8734667,1,RUA JOSE VIERA DOS SANTOS 
-7.2223667,-35.8734667,1,RUA SAMUEL SIMÕES
-7.2274679,-35.8701935,4,RUA SILVA JARDIM 
-7.2125785,-35.9260521,1,RUA LUIS MALHEIRO
-7.2254318,-35.9214930,1,RUA JOSINETE OLIVEIRA
-7.2223667,-35.8734667,1,RUA SUENIA PEREIRA MELO
-7.2161117,-35.9043990,1,TRAVESSA SILVA BARBOSA
-7.2369919,-35.9194103,1,RUA JOSE AUGUSTINHO DO NASCIMENTO
-7.2208531,-35.8686463,1,RUA SGT EDSON SALES 
-7.2157729,-35.8698447,3,RUA NEUZA BORBOREMA SOUZA 
-7.2223667,-35.8734667,1,RUA JUAZEIRO
-7.2250564,-35.8816899,1,RUA DOUTOR SEVERINO CRUZ 
-7.2451738,-35.9086727,1,RUA JAIME PEREIRA COELHO
-7.2293298,-35.9185489,1,RUA ELISABETH ARRUDA
-7.2526892,-35.9033920,3,RUA ANTONIO CIRILO GOMES
-7.2457168,-35.9242703,1,RUA DOS MELÕES DE SÃO CAETANO 
-7.2257831,-35.8724315,16,RUA CAMPOS SALES
-7.2539382,-35.9195126,1,RUA LINDOLFO DE ALBUQUERQUE
-7.2202351,-35.8626979,2,RUA JOSE ARANHA
-7.2542913,-35.9110130,1,RUA DOUTOR PAULO ROBERTO MAIER 
-7.2353559,-35.8863766,1,RUA PEDRO LEAL 
-7.2590339,-35.9016560,1,RUA MARIA CONCEIÇÃO CUNHA
-7.2223667,-35.8734667,1,RUA ORESTES DUARTE DE ARAÚJO
-7.2331350,-35.8896343,1,RUA MARTINS JÚNIOR 
-7.2333244,-35.8877546,1,RUA VILA CASTELO BRANCO
-7.2220825,-35.8646127,1,RUA HORÁCIO DE SOUZA CAVALCANTE 
-7.2515512,-35.8758205,1,RUA FERNANDO GOMES DE ARAUJO
-7.2217383,-35.9061680,1,RUA MARIA APARECIDA CARNEIRO 
-7.2507807,-35.9210378,1,RUA JOSÉ NOGUEIRA PEREIRA
-7.2348169,-35.9265695,2,RUA OLINDA
-7.2355414,-35.9048678,1,RUA PALESTINA
-7.2223667,-35.8734667,1,RUA ENGENHEIRO JOSE CELINO SANTOS
-7.2382978,-35.9002518,1,RUA MANOEL FELICIANO 
-7.2478254,-35.8784312,1,RUA LENISI ALVES DE MEDEIROS
-7.2317344,-35.9066162,1,RUA DA CERAMICA
-7.2207460,-35.9019810,1,RUA JOSE DE ALENCAR 
-7.2434787,-35.9082875,1,RUA JORNALISTA VALTER MENDONÇA 
-7.2445951,-35.9262148,2,RUA DAS UMBURANAS 
-7.2235079,-35.9151396,2,RUA PORTUGAL
-7.2200849,-35.8812143,3,RUA JOÃO LOURENÇO PORTO
-7.2223667,-35.8734667,1,RUA FIRMINO LEOPOLDINO
-7.2223667,-35.8734667,1,RUA GILO GUEDES
-7.2109309,-35.8810669,2,RUA JOSE DO O
-7.2223667,-35.8734667,1,RUA LUIS GOMES BARBOSA 
-7.2256898,-35.8959277,1,RUA PROFESSOR CAPIBA 
-7.2381701,-35.9014353,1,RUA ENFERMEIRA MARIA DE LOURDES SILVA
-7.2121778,-35.8864705,2,RUA INDIOS PIRAGIBE 
-7.2143063,-35.8683344,1,RUA AURÉLIO FEITOSA VENTURA
-7.2229897,-35.9135593,1,RUA SANTA BARBARA
-7.2148680,-35.8888711,4,RUA JOÃO DA SILVA PIMENTEL
-7.2256808,-35.9326940,1,RUA LUIZ FLORENTINO DE SOUSA
-7.2223667,-35.8734667,1,RUA FRANCISCO ANTONIO NASCIMENTO
-7.2266463,-35.8639125,1,RUA ANTONIO DE ALMEIDA LIRA 
-7.2223667,-35.8734667,1,RUA DIONISIO MÁRCIO DE ALMEIDA
-7.2037459,-35.8853294,1,RUA ADAUTO TRAVASSOS DE MOURA
-7.2198878,-35.8876227,1,RUA DO MEIO 
-7.2223667,-35.8734667,1,PRACA CLEMENTINO PROCOPIO
-7.2250702,-35.8927370,1,RUA BENEDITO MACHADO 
-7.2385524,-35.8926909,1,RUA PADRE PEDRO SERRAO 
-7.2225536,-35.8977286,1,RUA DUQUE DE CAXIAS 
-7.2420242,-35.8848662,1,RUA ALDERICO PESSOA DE OLIVEIRA
-7.2275107,-35.9012895,1,RUA FRANCISCO LOPES
-7.2223667,-35.8734667,1,RUA ESTENIO LOMBARD MOZART DE LIMA
-7.2566532,-35.9050242,1,RUA MARCELINO PEREIRA DA COSTA
-7.2288397,-35.9203273,1,RUA PROFESSORA MARIA DO CARMO
-7.2217283,-35.9163941,3,RUA APRIGIO VELOSO 
-7.2027714,-35.8825859,1,RUA MANOEL ELIAS DE CASTRO
-7.2223667,-35.8734667,1,RUA MARIA DO SOCORRO TARGINO DE ARAÚJO
-7.2451738,-35.9086727,1,RUA JAIME PEREIRA COELHO 
-7.2079387,-35.8994564,1,RUA FERNANDO PEREIRA 
-7.2223667,-35.8734667,1,RUA JORNALISTA CAVALCANTE BRANDÃO
-7.2312441,-35.9210905,1,RUA DOUTOR EDUARDO CORREIA DE LIMA
-7.2533869,-35.9150606,1,RUA JOAO DA CUNHA LIMA
-7.2241471,-35.8885111,1,RUA RAPOSO PAULINO
-7.2237598,-35.8931741,7,RUA SIQUEIRA CAMPOS
-7.2146039,-35.9031112,1,RUA JOAQUIM FIRMINO ARAÚJO
-7.2223667,-35.8734667,1,RUA JOAO BEZERRA PAES 
-7.2249468,-35.8924656,1,PRAÇA DO TRABALHO
-7.2139712,-35.8697107,1,RUA ORESTE FIALHO DE ARAUJO
-7.2400300,-35.9086563,1,RUA HENRIQUE MONTEIRO
-7.2281990,-35.9189281,5,RUA FREIRA FRANCISCA GUSMÃO
-7.2338966,-35.8729918,2,RUA OTACILIO NEPOMUCENO
-7.2056033,-35.9038021,1,RUA VINTE E SETE DE JULHO 
-7.2354700,-35.8962185,3,RUA ALMIRANTE BARROSO
-7.2303672,-35.8945040,2,RUA JOSÉ DE ALMEIDA JÚNIOR 
-7.2223667,-35.8734667,1,RUA JOAO FRANCISCO DE ANDRADE 
-7.2199997,-35.9153527,4,RUA CARLOS ALBERTO DE SOUSA
-7.2223667,-35.8734667,1,RUA ENFERMEIRO LUIZ ALVEZ FILHO
-7.2401248,-35.8634172,1,RUA SÃO JOSÉ
-7.1876907,-34.8840135,1,RUA DO IDEAL
-7.2355900,-35.9312681,4,RUA MARIA DA GUIA MUNIZ
-7.2502472,-35.8928808,1,RUA PROFESSOR ARIEL DE OLIVEIRA
-7.2561391,-35.8765217,1,AVENIDA JOAO VALIG
-7.2620924,-35.9186933,1,RUA PEDRO AZEVEDO
-7.1988004,-35.8810567,1,RUA FRANCISCO NOGUEIRA 
-7.2251433,-35.8718225,1,RUA ANTONIO BERNADINHO DE SENA
-7.2084533,-35.8734397,3,RUA BUENOS AIRES
-7.2570800,-35.9097373,11,AVENIDA JUSCELINO KUBITSCHEK
-7.2257933,-35.8743240,2,RUA COELHO LISBOA
-7.2306975,-35.8928170,1,RUA ESPÍRITO SANTO 
-7.2256524,-35.8893318,1,RUA JOSÉ DO PATROCÍNIO 
-7.2237598,-35.8931741,1,RUA SIQUEIRA CAMPOS 
-7.2400300,-35.9086563,1,RUA HENRIQUE SALES MONTEIRO 
-7.2570800,-35.9097373,3,RUA JUSCELINO KUBITSCHEK
-7.2223667,-35.8734667,1,RUA SEVERINO PEREIRA DE CASTRO
-7.2424087,-35.9276399,3,RUA CARLOS FORMIGA
-7.2242365,-35.8868904,2,RUA SEBASTIÃO DONATO
-7.2074880,-35.8923210,1,RUA CRISTIANO LAURITZEN
-7.2196143,-35.8680883,1,RUA MAMEDE MÓISES RAIA
-7.2409422,-35.8985434,1,RUA JOSE DOROTEIA DUTRA 
-7.2483392,-35.9226253,1,RUA DA JUREMAS 
-7.2422628,-35.9192352,1,RUA ALCEU AMOROSO LIMA 
-7.2194372,-35.9127606,1,AVENIDA WAGNER 
-7.2223667,-35.8734667,1,RUA GENIPAPO
-7.2433129,-35.9233968,1,RUA JAMILA ABRÃAO JORGE
-7.2252957,-35.8904021,3,RUA FELIPE CAMARÃO
-7.2137099,-35.8724961,1,RUA SALVINO OLIVEIRA NETO 
-7.2306975,-35.8928170,2,RUA ESPIRITO SANTO
-7.2164515,-35.8796472,1,RUA ARTHUR VILARIM
-7.2016942,-35.8763767,2,RUA MANOEL TAVARES
-7.2459571,-35.8983574,1,RUA JESUÍNO ALVES CORREIA 
-7.2064363,-35.8726168,2,RUA CLEMENTINO SIQUEIRA 
-7.2308192,-35.9206246,1,RUA SEBATIÃO MARTINS DE OLIVEIRA
-7.2186352,-35.8850358,2,RUA MARQUES DO HERVAL 
-7.2555824,-35.9276768,1,RUA JOSÉ AROLDO FAUSTINO 
-7.2219207,-35.9216233,7,RUA FLORIPEDES COUTINHO 
-7.2354335,-35.8827645,3,RUA JOAO QUIRINO
-7.2283635,-35.8791107,23,AVENIDA CANAL
-7.2532379,-35.9128409,1,RUA ABDOM NAPI 
-7.2275983,-35.8770020,15,AVENIDA ELPIDIO DE ALMEIDA
-7.2413722,-35.8989552,1,RUA VIRGÍLIO PEREIRA DA SILVA 
-7.2133865,-35.8988651,1,RUA DA BORBOREMA
-7.2434787,-35.9082875,2,RUA JORNALISTA VALTER MENDONÇA
-7.2230627,-35.9200239,1,RUA SEVERINO RIBEIRO CRUZ
-7.2463934,-35.9160187,1,RUA JOÃO CLEMENTINO DOS SANTOS 
-7.2223667,-35.8734667,1,RUA IAIÁ DE AZEVEDO DANTAS
-7.2441989,-35.8789807,2,RUA LUIZ SODRE FILHO 
-7.2108227,-35.8845801,1,RUA MANOEL ELIAS 
-7.2223667,-35.8734667,1,RUA MARCIO MOREIRA JUNIOR 
-7.2221843,-35.8802436,1,RUA DEPUTADO ALVARO GAUDENCIO 
-7.2445951,-35.9262148,10,RUA DAS UMBURANAS
-6.9706600,-35.7118048,1,RUA DA BARREIRA
-7.2223667,-35.8734667,2,RUA PADRE IBIAPINA
-7.2195995,-35.8849528,2,PRACA DA BANDEIRA
-7.2610776,-35.9207100,1,RUA TAMANDUA
-7.2216448,-35.8868601,12,RUA TREZE DE MAIO
-7.2223667,-35.8734667,1,RUA CHA DO MARINHO
-7.2270649,-35.8906595,2,RUA ARISTIDES LOBO
-7.2223667,-35.8734667,1,RUA PECINO MARCELINO DE OLIVEIRA
-7.2195995,-35.8849528,4,PRAÇA DA BANDEIRA
-7.2216092,-35.8699701,2,RUA TOME DE SOUZA 
-7.2177546,-35.8916177,1,RUA GETULIO VARGAS
-7.2369919,-35.9194103,1,RUA JOSÉ AGOSTINHO NASCIMENTO
-7.2223667,-35.8734667,1,RUA SEVERINO LOPES BARBOSA 
-7.2564180,-35.9065424,1,RUA ANTONIO PEREIRA FRUTUOSO
-7.2331245,-35.8777079,1,RUA ARIUS
-7.2223667,-35.8734667,1,RUA JÚLIA DE ANDRADE
-7.2190937,-35.8891918,4,RUA INDIOS CARIRIS
-7.2556841,-35.9253763,1,RUA CLÁUDIO BEZERRA DE LIMA
-7.2251882,-35.8882068,2,RUA DOUTOR JOÃO MOURA 
-7.2164281,-35.8845929,1,RUA BARAO DO ABIAI 
-7.2199892,-35.8871229,1,RUA CEL JOSE ANDRE
-7.2339942,-35.9105869,1,AVENIDA DINAMÉRICA 
-7.2239147,-35.9157030,1,RUA MAILTON PEREIRA DE FARIAS
-7.2134032,-35.8939300,3,RUA JOÃO SUASSUNA
-7.2146732,-35.8879037,1,AVENIDA PRESIDENTE EPITACIO PESSOA
-7.2369919,-35.9194103,1,RUA JOSE AGOSTINHO DO NASCIMENTO
-7.2072556,-35.8826059,1,RUA VEREADOR BENEDITO MOTA
