COD,RUA,REFERENCIA,ABRIGO,LATITUDE,LONGITUDE,ROTA1,ROTA2,ROTA3,ROTA4,ROTA5,ROTA6,ROTA7,ROTA8,ROTA9,ROTA10,ROTA11,ROTA12,ROTA13
256,ELPÍDIO DE ALMEIDA,882,,-7.233195025473833,-35.877114040777087,444,,,,,,,,,,,,
257,ELPÍDIO DE ALMEIDA,1100,,-7.235332997515798,-35.876535018905997,444,245,004,,,,,,,,,,
258,ELPÍDIO DE ALMEIDA,POLIVALENTE - OPOSTO,,-7.238157028332353,-35.875717028975487,444,004,245,,,,,,,,,,
259,ELPÍDIO DE ALMEIDA,1660,,-7.240334982052445,-35.875181006267667,444,004,245,,,,,,,,,,
260,ELPÍDIO DE ALMEIDA,QUINTA DA COLINA - OPOSTO,SIM,-7.243590010330081,-35.874311970546842,444,004,,,,,,,,,,,
261,ELPÍDIO DE ALMEIDA,1954,,-7.245936021208763,-35.873609986156225,444,,,,,,,,,,,,
262,ELPÍDIO DE ALMEIDA,CLUBE CAMPESTRE,,-7.248096959665418,-35.873027024790645,444,,,,,,,,,,,,
263,SATURNINO DE BRITO FILHO,1405,,-7.250100988894701,-35.872756959870458,004,,,,,,,,,,,,
264,SATURNINO DE BRITO FILHO,850 - OPOSTO,,-7.251102039590478,-35.877794986590743,004,,,,,,,,,,,,
265,VIGARIO CALIXTO,2077,SIM,-7.250905986875296,-35.878768963739276,004,444,,,,,,,,,,,
266,VIGARIO CALIXTO,2471,SIM,-7.249239999800921,-35.878997035324574,004,444,,,,,,,,,,,
267,VIGARIO CALIXTO,COMPLEXO ALVORADA - OPOSTO,,-7.247753972187638,-35.879081021994352,004,444,,,,,,,,,,,
268,VIGARIO CALIXTO,1966 - OPOSTO,SIM,-7.244409006088972,-35.878945989534259,004,444,,,,,,,,,,,
269,VIGARIO CALIXTO,1445A,,-7.240526005625725,-35.879170959815383,004,444,,,,,,,,,,,
270,VIGARIO CALIXTO,MOTIVA,SIM,-7.237986037507653,-35.87929199449718,444,,,,,,,,,,,,
271,VIGARIO CALIXTO,1250 - OPOSTO,,-7.236818019300699,-35.879367012530565,444,,,,,,,,,,,,
272,VIGARIO CALIXTO,LUIZA MOTTA,SIM,-7.234244020655751,-35.879447981715202,444,245,004,,,,,,,,,,
273,VIGARIO CALIXTO,607,,-7.232795041054487,-35.879849977791309,444,245,004,,,,,,,,,,
274,VIGARIO CALIXTO,MACÊDO RACOES,SIM,-7.231631968170404,-35.880291033536196,444,245,004,,,,,,,,,,
275,VIGARIO CALIXTO,SESC,SIM,-7.228535022586584,-35.882677026093006,245,,,,,,,,,,,,
276,PAULO DE FRONTEIN,ANTIGA CARANGUEJO,SIM,-7.227659029886127,-35.88421099819243,004,245,,,,,,,,,,,
277,MIGUEL COUTO,CAVESA,,-7.225443022325635,-35.884409984573722,004,,,,,,,,,,,,
278,MIGUEL COUTO,UNESC,,-7.223272025585175,-35.88384797796607,004,,,,,,,,,,,,
280,ASSIS CHATEAUBRIAND,478,,-7.23256504163146,-35.889062024652958,245,944,,,,,,,,,,,
281,ASSIS CHATEAUBRIAND,POSTO IPIRANGA,,-7.235948983579874,-35.888695986941457,245,944,,,,,,,,,,,
282,ASSIS CHATEAUBRIAND,SECRETARIA DE SAUDE,SIM,-7.240410000085831,-35.888179996982217,245,944,,,,,,,,,,,
283,ASSIS CHATEAUBRIAND,1750 - OPOSTO,SIM,-7.243172004818916,-35.887877997010946,944,,,,,,,,,,,,
284,ASSIS CHATEAUBRIAND,ESCOLA MONSENHOR SALES,SIM,-7.246418986469507,-35.887400982901454,944,,,,,,,,,,,,
285,ASSIS CHATEAUBRIAND,VOLVO,,-7.25119398906827,-35.88737198151648,944,,,,,,,,,,,,
286,ASSIS CHATEAUBRIAND,CDRM,,-7.252850001677871,-35.887302998453379,944,,,,,,,,,,,,
287,ASSIS CHATEAUBRIAND,NAZARIA,SIM,-7.257735980674624,-35.887181041762233,944,,,,,,,,,,,,
288,ASSIS CHATEAUBRIAND,BETONITA,SIM,-7.259607994928956,-35.887223035097122,944,,,,,,,,,,,,
289,ASSIS CHATEAUBRIAND,COTEBRAS,SIM,-7.261961968615651,-35.887444987893105,944,,,,,,,,,,,,
290,ASSIS CHATEAUBRIAND,REPLASTIL,,-7.263512033969164,-35.887603992596269,944,,,,,,,,,,,,
291,ASSIS CHATEAUBRIAND,ALPARGATAS,SIM,-7.266591964289546,-35.887856036424637,944,,,,,,,,,,,,
292,ASSIS CHATEAUBRIAND,SESI - OPOSTO,SIM,-7.269147019833326,-35.888087963685393,944,,,,,,,,,,,,
293,ASSIS CHATEAUBRIAND,VIPEX,,-7.270507989451289,-35.888066003099084,944,,,,,,,,,,,,
294,ASSIS CHATEAUBRIAND,CINEP,SIM,-7.268745023757219,-35.887913033366203,944,,,,,,,,,,,,
295,ASSIS CHATEAUBRIAND,LANCHONETE VIDA NOVA,SIM,-7.267281040549278,-35.887782024219632,944,,,,,,,,,,,,
296,ASSIS CHATEAUBRIAND,SILVANA,SIM,-7.266350984573364,-35.887700971215963,944,,,,,,,,,,,,
297,ASSIS CHATEAUBRIAND,BAR DO PAREDAO - OPOSTO,SIM,-7.265045000240207,-35.887567028403282,944,,,,,,,,,,,,
298,ASSIS CHATEAUBRIAND,BARRACA SAO JOSE,SIM,-7.263536006212235,-35.887450017035007,944,,,,,,,,,,,,
299,ASSIS CHATEAUBRIAND,FENOPLAST,SIM,-7.261808998882771,-35.887281037867069,944,,,,,,,,,,,,
300,ASSIS CHATEAUBRIAND,NAZARIA,SIM,-7.257565995678306,-35.8870480209589,944,,,,,,,,,,,,
301,ASSIS CHATEAUBRIAND,2935,,-7.255590967833996,-35.887131001800299,944,,,,,,,,,,,,
302,ASSIS CHATEAUBRIAND,VOLVO - OPOSTO,SIM,-7.251034984365106,-35.88722001761198,944,,,,,,,,,,,,
303,CONSUL JOSEPH NOUJUAIN HABIB NACAD,1433,SIM,-7.246171971783042,-35.885876985266805,,,,,,,,,,,,,
304,CONSUL JOSEPH NOUJUAIN HABIB NACAD,RES. ANA BEATRIZ,,-7.243864014744759,-35.884707039222121,,,,,,,,,,,,,
305,CONSUL JOSEPH NOUJUAIN HABIB NACAD,GRANVIDROS - OPOSTO,,-7.241425970569253,-35.883821994066238,004,,,,,,,,,,,,
306,CONSUL JOSEPH NOUJUAIN HABIB NACAD,MARABA,,-7.239988977089524,-35.883645974099636,004,,,,,,,,,,,,
307,CONSUL JOSEPH NOUJUAIN HABIB NACAD,MPF,SIM,-7.237816974520683,-35.883771032094955,004,,,,,,,,,,,,
308,CONSUL JOSEPH NOUJUAIN HABIB NACAD,PANIFICADORA,SIM,-7.235904978588224,-35.883895000442863,004,,,,,,,,,,,,
309,CONSUL JOSEPH NOUJUAIN HABIB NACAD,CONDOMÍNIO,,-7.235880000516772,-35.884174033999443,004,,,,,,,,,,,,
310,CONSUL JOSEPH NOUJUAIN HABIB NACAD,POSTO - OPOSTO,,-7.238069018349052,-35.884052999317646,004,,,,,,,,,,,,
311,CONSUL JOSEPH NOUJUAIN HABIB NACAD,GRANVIDROS,,-7.241297978907824,-35.884092980995774,004,,,,,,,,,,,,
312,CONSUL JOSEPH NOUJUAIN HABIB NACAD,53,,-7.242131978273392,-35.88419197127223,,,,,,,,,,,,,
313,CONSUL JOSEPH NOUJUAIN HABIB NACAD,RESIDENCIAL,,-7.2435890045017,-35.885090008378029,,,,,,,,,,,,,
314,JOAO BATISTA DA SILVA,27,,-7.243451038375497,-35.887468960136175,,,,,,,,,,,,,
315,ASSIS CHATEAUBRIAND,CARAJAS,SIM,-7.240347974002361,-35.8880599681288,245,944,,,,,,,,,,,
316,ASSIS CHATEAUBRIAND,FELINTO,SIM,-7.238790029659867,-35.888264989480376,245,944,,,,,,,,,,,
317,ASSIS CHATEAUBRIAND,POSTO IPIRANGA - OPOSTO,,-7.236195998266339,-35.888561960309744,245,944,,,,,,,,,,,
318,ASSIS CHATEAUBRIAND,557,,-7.233465006574988,-35.888841999694705,245,944,,,,,,,,,,,
319,ASSIS CHATEAUBRIAND,RIO DO PEIXE,SIM,-7.230884972959757,-35.889165960252285,944,,,,,,,,,,,,
320,ODON BEZERRA,627,,-7.236357014626265,-35.896283034235239,404,101,111,077,092,922,090,900,901,911,902,009,
321,ODON BEZERRA,446 - OPOSTO,SIM,-7.236193986609578,-35.894821984693408,404,,,,,,,,,,,,
322,ODON BEZERRA,115,,-7.235780004411936,-35.891706012189388,404,,,,,,,,,,,,
323,PEDRO LEAL,ESCOLA ESTADUAL AROLDO CRUZ - OPOSTO,,-7.235437016934156,-35.886055016890168,,,,,,,,,,,,,
324,JOAO QUIRINO,78,,-7.235311958938837,-35.882791019976139,004,,,,,,,,,,,,
325,JOAO QUIRINO,528,,-7.235163012519479,-35.880266977474093,004,,,,,,,,,,,,
326,JOAO QUIRINO,706,,-7.235107021406293,-35.878808023408055,004,245,,,,,,,,,,,
327,JOAO QUIRINO,CENTRAL DE POLÍCIA,,-7.233825009316206,-35.874018017202616,004,245,,,,,,,,,,,
328,RAIMUNDO NONATO,40,SIM,-7.225745022296906,-35.868169041350484,055,505,,,,,,,,,,,
329,RAIMUNDO NONATO,213,,-7.223816011101008,-35.868123024702072,055,505,,,,,,,,,,,
330,MAMEDE MOISES RAIA,147 A,,-7.218592995777726,-35.868025962263346,333,,,,,,,,,,,,
331,SANTO ANTONIO,259 - OPOSTO,,-7.216226030141115,-35.864787027239799,003,303,333,,,,,,,,,,
332,SANTO ANTONIO,596,,-7.215650025755167,-35.86345799267292,303,333,,,,,,,,,,,
333,SANTO ANTONIO,788,,-7.214870005846024,-35.861656973138452,333,303,,,,,,,,,,,
334,SANTO ANTONIO,792 - OPOSTO,SIM,-7.214721981436014,-35.861549014225602,333,303,,,,,,,,,,,
335,SANTO ANTONIO,645,,-7.215422037988901,-35.863144006580114,303,333,,,,,,,,,,,
336,SANTO ANTONIO,945 - VIZINHO,SIM,-7.217103028669953,-35.867392038926482,333,003,,,,,,,,,,,
337,SANTO ANTONIO,483,,-7.217487003654242,-35.871404958888888,333,,,,,,,,,,,,
338,SANTO ANTONIO,323,,-7.217752039432526,-35.872861985117197,333,,,,,,,,,,,,
339,SANTO ANTONIO,57 - OPOSTO,,-7.217997964471579,-35.875196009874344,303,,,,,,,,,,,,
340,SANTO ANTONIO,252,,-7.217869972810149,-35.873498003929853,303,,,,,,,,,,,,
341,PEDRO DA COSTA AGRA,202,,-7.223551981151104,-35.868210028856993,555,550,,,,,,,,,,,
342,PEDRO DA COSTA AGRA,382,,-7.225493984296918,-35.868283035233617,555,550,,,,,,,,,,,
343,PEDRO DA COSTA AGRA,613 - OPOSTO,,-7.227364992722869,-35.86831396445632,555,550,,,,,,,,,,,
344,JOAO QUIRINO,CENTRAL DE POLÍCIA - OPOSTO,SIM,-7.233548993244767,-35.873816013336182,004,245,,,,,,,,,,,
345,JOAO QUIRINO,1060 - OPOSTO,,-7.234731009230018,-35.87572599761188,004,245,,,,,,,,,,,
346,JOAO QUIRINO,690 - OPOSTO,,-7.234984980896115,-35.878920005634427,004,245,,,,,,,,,,,
347,JOAO QUIRINO,260,,-7.235106015577912,-35.880814986303449,004,,,,,,,,,,,,
348,JOAO QUIRINO,ESCRITORIO DE ADVOCACIA,,-7.235196037217975,-35.882698986679316,004,,,,,,,,,,,,
349,DAMASCO,1231,,-7.235153038054705,-35.906907012686133,404,,,,,,,,,,,,
350,DAMASCO,1045,,-7.235217997804284,-35.905128959566355,404,,,,,,,,,,,,
351,DAMASCO,867,,-7.235278012230992,-35.903590964153409,404,,,,,,,,,,,,
352,DAMASCO,234 - OPOSTO,,-7.235555034130812,-35.898265019059181,404,,,,,,,,,,,,
353,VIDAL DE NEGREIROS,51,,-7.220756029710174,-35.882995035499334,004,,,,,,,,,,,,
354,AGAMENON MAGALHAES,386,,-7.212881986051798,-35.88156902231276,111,,,,,,,,,,,,
355,ESTELITA CRUZ,SEMINARIO,,-7.211995013058186,-35.880312994122505,111,,,,,,,,,,,,
356,NEWTON ESTILAC LEAL,951 - OPOSTO,,-7.208913993090391,-35.879158973693848,111,,,,,,,,,,,,
357,NEWTON ESTILAC LEAL,1066,,-7.209180034697056,-35.87813101708889,111,,,,,,,,,,,,
358,FELIX CAROLINO BARBOSA,483,,-7.208881974220276,-35.877044973894954,111,,,,,,,,,,,,
359,AUGUSTO SANTIAGO,181,SIM,-7.206070013344288,-35.876961993053555,111,,,,,,,,,,,,
360,ESTELITA CRUZ,IGREJA DE SAO SEBASTIAO,,-7.205254035070539,-35.878562014549971,111,,,,,,,,,,,,
361,APOLONIA AMORIM,91,,-7.204833012074232,-35.880037983879447,111,,,,,,,,,,,,
362,Dr. VASCONCELOS,EMPASA,SIM,-7.203412028029561,-35.880612982437015,111,,,,,,,,,,,,
363,PRESIDENTE ROOSEVELT,243 - OPOSTO,,-7.202153988182545,-35.883242972195148,111,,,,,,,,,,,,
364,CAPITAO ADHEMAR DE PAIVA,205,,-7.206185013055801,-35.884653981775045,111,,,,,,,,,,,,
365,NORBERTO LEAL,ASSEMBLEIA DE DEUS - OPOSTO,,-7.207080032676458,-35.882679959759116,111,,,,,,,,,,,,
366,VEREADOR BENEDITO MOTA,246 - OPOSTO,,-7.208578968420625,-35.882864026352763,111,,,,,,,,,,,,
367,FRANKLIN ARAUJO,ESC. LUIZ GOMES,,-7.208412000909448,-35.88414796628058,111,,,,,,,,,,,,
368,FRANCISCO AFONSO DE ALBUQUERQUE,PRACA,SIM,-7.208199016749859,-35.885732984170318,111,,,,,,,,,,,,
369,HENRIQUE DIAS,538,,-7.208439996466041,-35.88863898999989,111,,,,,,,,,,,,
370,EVARISO PEREIRA DA COSTA,95,,-7.209354965016246,-35.890782997012138,111,,,,,,,,,,,,
371,CRISTIANO PALMEIRA,DONA CLEMENTINA,,-7.208191975951195,-35.891766026616096,111,,,,,,,,,,,,
372,CRISTIANO PALMEIRA,320,,-7.207133006304503,-35.892497012391686,111,,,,,,,,,,,,
373,EUCLIDES SEVERIANO,223,,-7.207334004342556,-35.890818033367395,111,,,,,,,,,,,,
374,JUVÊNCIO MARTINS DE FRANCA,86,,-7.20747297629714,-35.888462970033288,111,,,,,,,,,,,,
375,JUVÊNCIO MARTINS DE FRANCA,166,,-7.206605030223727,-35.888675032183528,111,,,,,,,,,,,,
376,HENRIQUE DIAS,613,,-7.207309026271105,-35.889009973034263,111,,,,,,,,,,,,
377,HENRIQUE DIAS,413 - OPOSTO,SIM,-7.209394024685025,-35.888181002810597,111,,,,,,,,,,,,
378,SIQUEIRA CAMPOS,1671,,-7.210483001545072,-35.887540960684419,111,,,,,,,,,,,,
379,ÍNDIOS PIRAGIBE,301,,-7.211937010288239,-35.8869409840554,111,,,,,,,,,,,,
380,ÍNDIOS PIRAGIBE,145,,-7.212604964151979,-35.885803978890181,111,,,,,,,,,,,,
381,EPITACIO PESSOA,10,,-7.213633004575968,-35.88896001689136,101,505,910,,,,,,,,,,
382,XV DE NOVEMBRO,518,,-7.209498966112733,-35.891787987202406,505,910,,,,,,,,,,,
383,XV DE NOVEMBRO,688,,-7.208218965679407,-35.892647970467806,505,910,,,,,,,,,,,
384,XV DE NOVEMBRO,976,,-7.206213008612394,-35.894088987261057,505,910,,,,,,,,,,,
385,XV DE NOVEMBRO,118,SIM,-7.204716000705957,-35.894807986915112,505,910,,,,,,,,,,,
386,XV DE NOVEMBRO,EST DA PALMEIRA,SIM,-7.199415033683181,-35.89598597958684,910,,,,,,,,,,,,
387,ANTONIO ALVES LIMA,368,,-7.196333007887006,-35.892514027655125,910,,,,,,,,,,,,
388,ROBERVAL RODRIGUES DE LIMA,230 - OPOSTO,,-7.196930972859263,-35.891917990520597,910,,,,,,,,,,,,
389,ANTONIO ALVES LIMA,40B - OPOSTO,,-7.196212979033589,-35.892832037061453,910,,,,,,,,,,,,
390,PARIS,2636 - OPOSTO,,-7.189511982724071,-35.898512033745646,910,,,,,,,,,,,,
391,PARIS,2819,,-7.18656700104475,-35.900479014962912,910,,,,,,,,,,,,
392,JENIPAPO,,,-7.167248977348208,-35.913587976247072,910,,,,,,,,,,,,
393,JENIPAPO,,,-7.167753987014294,-35.91590297408402,910,,,,,,,,,,,,
394,JENIPAPO,,SIM,-7.167693972587585,-35.918322997167706,910,,,,,,,,,,,,
395,JENIPAPO,,,-7.166204005479813,-35.917760990560055,910,,,,,,,,,,,,
396,JENIPAPO,,,-7.16202998533845,-35.917279031127691,910,,,,,,,,,,,,
397,JENIPAPO,,SIM,-7.159810960292816,-35.918186958879232,910,,,,,,,,,,,,
398,JENIPAPO,PONTO FINAL,SIM,-7.157697966322303,-35.917173000052571,910,,,,,,,,,,,,
399,JENIPAPO,IGREJA,,-7.166695017367601,-35.910170003771782,910,,,,,,,,,,,,
400,JENIPAPO,476,,-7.167695984244347,-35.90928403660655,910,,,,,,,,,,,,
401,PARIS,CHACARA,,-7.177848983556032,-35.908419024199247,910,,,,,,,,,,,,
402,PARIS,2429,SIM,-7.181392014026642,-35.906052980571985,910,,,,,,,,,,,,
403,BRUXELAS,101 - OPOSTO,SIM,-7.189952032640576,-35.903366999700665,910,,,,,,,,,,,,
404,BRUXELAS,101,,-7.189951026812196,-35.903297010809183,910,,,,,,,,,,,,
405,BRUXELAS,27,,-7.187995025888085,-35.904007963836193,910,,,,,,,,,,,,
406,BERNA,DEPOSITO DE GAS,,-7.18708198517561,-35.902779009193182,910,,,,,,,,,,,,
407,MADRID,460,,-7.187171000987291,-35.903747035190463,910,,,,,,,,,,,,
408,BRUXELAS,COLEGIO ESTADUAL,,-7.185441982001066,-35.904957968741655,910,,,,,,,,,,,,
409,VARSOVIA,,SIM,-7.18383802101016,-35.902822008356452,910,,,,,,,,,,,,
410,PARIS,,SIM,-7.185846995562315,-35.901279989629984,910,,,,,,,,,,,,
411,PARIS,2933,SIM,-7.193471007049084,-35.895528998225927,910,,,,,,,,,,,,
412,XV DE NOVEMBRO,TV PARAÍBA,SIM,-7.196352034807205,-35.895913979038596,910,,,,,,,,,,,,
413,XV DE NOVEMBRO,EST DA PALMEIRA,,-7.199545037001371,-35.896055968478322,910,,,,,,,,,,,,
414,XV DE NOVEMBRO,1369,,-7.202844992280006,-35.895320037379861,910,555,,,,,,,,,,,
415,XV DE NOVEMBRO,1225,,-7.204260025173426,-35.894948970526457,910,555,,,,,,,,,,,
416,PROFESSOR BALBINO,601,,-7.205889970064163,-35.894950982183218,555,910,,,,,,,,,,,
417,SAO JOAO,57,,-7.207728959619999,-35.895435959100723,555,910,,,,,,,,,,,
418,SAO JOAO,271,,-7.20818099565804,-35.894440021365881,555,910,,,,,,,,,,,
419,DESEMBARGADOR AZEVEDO,791,,-7.209417996928096,-35.893074022606015,555,910,,,,,,,,,,,
420,DESEMBARGADOR AZEVEDO,445 - LATERAL,,-7.211022963747382,-35.891942968592048,555,910,,,,,,,,,,,
421,TAVARES CAVALCANTE,454 - OPOSTO,,-7.217519022524357,-35.877950973808765,009,910,092,333,505,003,555,,,,,,
422,TAVARES CAVALCANTE,599 - OPOSTO,,-7.217808030545712,-35.87673501111567,009,910,092,333,505,003,555,,,,,,
423,JOANA D'ARC,882,,-7.222027983516455,-35.868994994089007,003,555,550,,,,,,,,,,
424,PEDRO DA COSTA AGRA,789 - OPOSTO,,-7.228864012286067,-35.868361992761493,555,550,,,,,,,,,,,
425,ANTONIO JOSE RODRIGUES,34,,-7.231138022616506,-35.866933967918158,555,,,,,,,,,,,,
426,ANTONIO JOSE RODRIGUES,292,,-7.232893025502563,-35.865485994145274,555,,,,,,,,,,,,
427,ENGENHEIRO JOSE CELINO FILHO,COLINAS DO MIRANTE (OPOSTO),,-7.234277967363596,-35.864799013361335,555,,,,,,,,,,,,
428,TERMINAL RODOVIARIO ARGEMIRO DE FIQUEIREDO,PORTAO DE EMBARQUE,,-7.238234980031848,-35.87022596038878,055,505,550,555,092,245,,,,,,,
429,EUTECIA VITAL RIBEIRO,CEDMEX - OPOSTO,SIM,-7.239447003230453,-35.872527966275811,055,505,550,555,092,245,,,,,,,
430,BASÍLIO DE ARAUJO,RODOVIARIA,,-7.237390000373125,-35.870791990309954,055,505,550,555,092,245,,,,,,,
433,OTACÍLIO NEPOMUCENO,PARTAGE,SIM,-7.236288031563163,-35.871058031916618,055,505,550,555,092,245,,,,,,,
434,OTACÍLIO NEPOMUCENO,CITROEN,SIM,-7.235185978934169,-35.871939975768328,055,505,550,555,092,245,,,,,,,
435,JOAO HONORIO DE MELO,76 - OPOSTO,,-7.228684974834323,-35.872520003467798,555,,,,,,,,,,,,
436,TITO SODRE,63,SIM,-7.226809021085501,-35.872079031541944,550,555,,,,,,,,,,,
437,CAMPO SALES,ABRIGO JOSE PINHEIRO,,-7.221770994365215,-35.873553995043039,003,303,055,505,555,,,,,,,,
438,MAXIMINIANO MACHADO,298,,-7.221141010522842,-35.872511034831405,003,303,055,505,555,,,,,,,,
439,ARRUDA CAMARA,116 - OPOSTO,,-7.217413997277618,-35.875546038150787,333,,,,,,,,,,,,
440,INDEPENDÊNCIA,432,,-7.224112981930375,-35.896144984290004,055,500,555,,,,,,,,,,
441,INDEPENDÊNCIA,112,,-7.224193029105663,-35.897775012999773,055,500,555,,,,,,,,,,
442,OSVALDO CRUZ,382,,-7.22491898573935,-35.900190006941557,555,,,,,,,,,,,,
443,OSVALDO CRUZ,505 - OPOSTO,SIM,-7.225269014015794,-35.901463972404599,555,,,,,,,,,,,,
444,OSVALDO CRUZ,785,SIM,-7.225742004811764,-35.903055025264621,555,,,,,,,,,,,,
445,OSVALDO CRUZ,EMBRAPA,SIM,-7.226902982220054,-35.907151009887457,555,,,,,,,,,,,,
446,OSVALDO CRUZ,1309 - OPOSTO,SIM,-7.227317970246077,-35.908436039462686,555,,,,,,,,,,,,
447,OSVALDO CRUZ,290,,-7.22719500772655,-35.911065023392439,555,,,,,,,,,,,,
448,FRANCISCO ROBERTO,472,,-7.227246975526214,-35.91285296715796,555,,,,,,,,,,,,
449,ASSEMBLEIA DE DEUS,468,,-7.225598003715277,-35.912424987182021,202,555,550,,,,,,,,,,
450,ASSEMBLEIA DE DEUS,279,,-7.219441998749971,-35.914385011419654,202,,,,,,,,,,,,
452,APRÍGIO VELOSO,UFCG,,-7.217199001461268,-35.909094018861651,909,303,020,263,202,222,055,500,505,555,,,
453,APRÍGIO VELOSO,UFCG,SIM,-7.217166982591152,-35.909002991393209,909,303,020,263,202,222,055,500,505,555,,,
454,APRÍGIO VELOSO,LAVA-JATO - OPOSTO,,-7.217154996469617,-35.910752965137362,909,303,020,263,202,222,055,500,505,555,,,
455,SAO VICENTE,831,,-7.221892029047012,-35.909257968887687,505,,,,,,,,,,,,
456,ABEL COSTA,427,,-7.220437014475465,-35.908637959510088,055,555,,,,,,,,,,,
457,APRÍGIO VELOSO,CANTINHO UNIVERSITARIO,SIM,-7.217435035854578,-35.90921999886632,903,263,303,505,555,020,222,500,300,,,,
459,APRÍGIO VELOSO,CABRAL,SIM,-7.216677982360125,-35.907176993787289,903,020,300,555,303,333,020,,,,,,
460,APRÍGIO VELOSO,LUCENA RACOES,SIM,-7.216170039027929,-35.904587991535664,903,020,300,555,303,333,020,,,,,,
461,JOSE AUGUSTO TRINDADE,76,,-7.214921973645687,-35.900409026071429,555,,,,,,,,,,,,
462,JOSE AUGUSTO TRINDADE,326A,SIM,-7.2127799782902,-35.899292975664139,555,,,,,,,,,,,,
463,JOSE AUGUSTO TRINDADE,407 - OPOSTO,,-7.211616989225149,-35.899094995111227,555,,,,,,,,,,,,
464,JOAO SUASSUNA,1313 - OPOSTO,SIM,-7.211536020040512,-35.897922031581402,555,,,,,,,,,,,,
465,SANTINA LEAO,98,,-7.210346963256598,-35.898574981838465,303,555,300,,,,,,,,,,
466,PROFESSOR BALBINO,10,,-7.209980003535748,-35.897869979962707,555,,,,,,,,,,,,
467,FRANCISCO BORGES DA COSTA,150,SIM,-7.207197966054082,-35.897271009162068,555,,,,,,,,,,,,
468,SAMUEL FERNANDES,331,,-7.205791985616088,-35.900703985244036,555,,,,,,,,,,,,
469,AGOSTINHO SANTOS,147,,-7.205198965966702,-35.90150797739625,555,,,,,,,,,,,,
470,ADALGISA RAMOS RAIA,192,,-7.203553011640906,-35.903405975550413,555,,,,,,,,,,,,
471,ADALGISA RAMOS RAIA,40 - OPOSTO,,-7.202500998973846,-35.902476003393531,555,,,,,,,,,,,,
472,MANOEL ALEXANDRINO DE ARAUJO,313,,-7.202958986163139,-35.901360958814621,555,,,,,,,,,,,,
473,MANOEL ALEXANDRINO DE ARAUJO,169,,-7.204435961320996,-35.901374034583569,555,,,,,,,,,,,,
474,SAO LUCAS,480,,-7.204622039571405,-35.900876987725496,555,,,,,,,,,,,,
475,CONDE DE MONTE CRISTO,154 - OPOSTO,SIM,-7.202651035040617,-35.897594969719648,555,,,,,,,,,,,,
476,SIQUEIRA CAMPOS,1045,,-7.215046025812626,-35.890061985701323,555,910,,,,,,,,,,,
477,MARQUES DO HERVAL,REDEPHARMA,,-7.218292001634836,-35.885136025026441,300,910,903,020,505,,,,,,,,
478,MARQUES DO HERVAL,ALUÍSIO CALCADOS,,-7.218111958354712,-35.885183969512582,300,910,903,020,505,,,,,,,,
479,SAO RAFAEL,389,,-7.203895999118686,-35.898248003795743,505,,,,,,,,,,,,
480,SAO LUCAS,480,,-7.204595971852541,-35.900886040180922,505,,,,,,,,,,,,
481,SAO LUCAS,738,,-7.204820020124316,-35.903331963345408,505,,,,,,,,,,,,
482,SAMUEL FERNANDES,377 - OPOSTO,SIM,-7.20579500310123,-35.900396034121513,505,,,,,,,,,,,,
483,FRANCISCO BORGES DA COSTA,337,,-7.206102032214403,-35.898727029561996,505,,,,,,,,,,,,
484,PROFESSOR BALBINO,235,,-7.208318039774895,-35.896787960082293,505,,,,,,,,,,,,
485,OLEGARIO MACIEL,481,,-7.210427010431886,-35.897933011874557,505,333,,,,,,,,,,,
486,JOAO SUASSUNA,1564,,-7.210559025406838,-35.900014992803335,505,,,,,,,,,,,,
487,FRANCISCO CALIXTO,521,,-7.211453039199114,-35.901616020128131,505,,,,,,,,,,,,
488,FRANCISCO CALIXTO,135,,-7.212257031351328,-35.901964036747813,505,,,,,,,,,,,,
489,JOSE AUGUSTO TRINDADE,199,SIM,-7.21381195820868,-35.899876020848751,505,,,,,,,,,,,,
490,ABEL COSTA,35,,-7.218054961413145,-35.908233029767871,550,505,,,,,,,,,,,
491,ABEL COSTA,567 - OPOSTO,SIM,-7.221237989142537,-35.908882962539792,550,505,,,,,,,,,,,
492,VINTE E SETE DE JULHO,569 - OPOSTO,SIM,-7.222891990095377,-35.911715961992741,505,055,222,,,,,,,,,,
493,VINTE E SETE DE JULHO,425 - OPOSTO,,-7.225925987586379,-35.912762023508549,055,505,222,,,,,,,,,,
494,FRANCISCO ROBERTO,43 - LATERAL,,-7.227363986894488,-35.912368996068835,505,,,,,,,,,,,,
495,FRANCISCO ROBERTO,84 - OPOSTO,,-7.227436993271112,-35.908818002790213,505,,,,,,,,,,,,
496,OSVALDO CRUZ,EMBRABA - OPOSTO,SIM,-7.227116972208023,-35.907361982390285,505,,,,,,,,,,,,
497,NILO PECANHA,889,,-7.224416993558407,-35.896641025319695,505,550,,,,,,,,,,,
498,BR-104 (SUL),POSTO DALLAS,,-7.287927009165287,-35.889921002089977,944,,,,,,,,,,,,
499,GAMA QUATRO,,,-7.290431018918753,-35.890875030308962,944,,,,,,,,,,,,
500,SEVERINO JOSE DE BRITO,,,-7.290073027834296,-35.892215967178345,944,,,,,,,,,,,,
501,JOANA ALVES DE MELO,55,,-7.289276998490095,-35.892965979874134,944,,,,,,,,,,,,
