"","COD","RUA","REFERENCIA","ABRIGO","LATITUDE","LONGITUDE","ROTA"
"550","551","JOSE DE ALENCAR","ATECEL","",-7.2211570199579,-35.8999699819833,"055"
"551","552","JOSE DE ALENCAR","1100","",-7.22053600475192,-35.9024230297655,"055"
"1566","556","VINTE E SETE DE JULHO","PONTO DAS PLANTAS - OPOSTO","SIM",-7.21731098368764,-35.9138120245188,"055"
"556","557","VINTE E SETE DE JULHO","CONFORTEL - OPOSTO","SIM",-7.22083699889481,-35.9135029837489,"055"
"6637","572"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"055"
"572","573"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"055"
"573","574"," FLORIANO PEIXOTO ","PRACA CLEMENTINO PROCOPIO","SIM",-7.21965498290956,-35.8840199746192,"055"
"1587","577","SEVERINO BEZERRA CABRAL ","COPASA","SIM",-7.23531497642398,-35.8686000388116,"055"
"1588","578","SEVERINO BEZERRA CABRAL ","COPASA","SIM",-7.23531497642398,-35.8686000388116,"055"
"583","584","PROFESSOR CARLOS FRANCISCO MEDEIROS DE ALMEIDA","MONTE CARMELO","",-7.22186696715653,-35.9031049814075,"055"
"584","585","SANTA LUZIA","129","",-7.2218460123986,-35.9051960147917,"055"
"585","586","SANTA LUZIA","48","SIM",-7.22195397131145,-35.9053230006248,"055"
"586","587","SANTA LUZIA","187","",-7.22363797947764,-35.9079659823328,"055"
"587","588","VINTE E SETE DE JULHO","300 - OPOSTO","SIM",-7.22735501825809,-35.9133680351079,"055"
"588","589","ALMEIDA BARRETO","2818 - OPOSTO","SIM",-7.22910499200225,-35.9102369751781,"055"
"589","590","ALMEIDA BARRETO","2588 - OPOSTO","SIM",-7.22919300198555,-35.9082300122827,"055"
"590","591","ALMEIDA BARRETO","2028 - OPOSTO","SIM",-7.22932401113212,-35.9059119969606,"055"
"729","732","JOAO FLORENTINO DE CARVALHO","VIALUZ - OPOSTO","",-7.22433501854539,-35.8767849672586,"055"
"1116","106","FLORIANO PEIXOTO ","DAMAS","SIM",-7.22032201476395,-35.8858469780535,"066"
"3141","109","FLORIANO PEIXOTO"," REAL CLUBE","SIM",-7.22393997944892,-35.8936429861933,"066"
"109","110","FLORIANO PEIXOTO","HELENO CABELEREIRO","SIM",-7.22647399641573,-35.8990079909563,"066"
"110","111","FLORIANO PEIXOTO","1640","",-7.2281870059669,-35.9028560388833,"066"
"111","112","FLORIANO PEIXOTO ","MULTI CAR - OPOSTO","SIM",-7.2300280071795,-35.9071439690888,"066"
"112","113","FLORIANO PEIXOTO","2380","SIM",-7.23089100793004,-35.9090940188617,"066"
"1134","124"," FLORIANO PEIXOTO"," 08","SIM",-7.23710300400853,-35.92285098508,"066"
"1135","125"," FLORIANO PEIXOTO","14B","SIM",-7.23650101572275,-35.921370992437,"066"
"1136","126"," FLORIANO PEIXOTO ","MEGA NORDESTE","SIM",-7.23522101528943,-35.9184489771724,"066"
"1137","127"," FLORIANO PEIXOTO ","FAVELA DO PAPELAO","",-7.23350197076797,-35.914534041658,"066"
"1138","128"," FLORIANO PEIXOTO ","RHEMA","SIM",-7.23299201577902,-35.9133940190077,"066"
"128","129"," FLORIANO PEIXOTO","2693","",-7.23217402584851,-35.9115629922599,"066"
"129","130"," FLORIANO PEIXOTO ","PIZZARELLA - OPOSTO","SIM",-7.23120097070932,-35.9093179833144,"066"
"130","131"," FLORIANO PEIXOTO ","MULTICAR","SIM",-7.23035297356546,-35.9074270259589,"066"
"131","132"," FLORIANO PEIXOTO","1819","SIM",-7.22904103808105,-35.9045159909874,"066"
"132","133"," FLORIANO PEIXOTO","1800","",-7.22879100590944,-35.9043090417981,"066"
"134","135"," FLORIANO PEIXOTO"," 1359","",-7.2277659829706,-35.9014629665762,"066"
"135","136"," FLORIANO PEIXOTO ","IGREJA SAO CRISTOVAO","SIM",-7.22669896669686,-35.8990730345249,"066"
"136","137"," FLORIANO PEIXOTO ","APTA - OPOSTO","SIM",-7.22506399266422,-35.8956040162593,"066"
"137","138"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"066"
"152","153","FLORIANO PEIXOTO","1328","",-7.22732802852988,-35.9010329749435,"066"
"153","154","FLORIANO PEIXOTO ","PIZZARELLA","SIM",-7.23104196600616,-35.9093950130045,"066"
"570","571"," FLORIANO PEIXOTO","1800","",-7.22879100590944,-35.9043090417981,"066"
"571","572"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"066"
"683","685","SEBASTIAO MARTINS DE OLIVEIRA","1120A - OPOSTO","",-7.22964101471007,-35.9211819805205,"066"
"684","686","GUARABIRA","MONT MOVEIS","",-7.23050996661186,-35.9226590394974,"066"
"685","687","LEONARDO COSTA VASCONCELOS","MINI BOX","",-7.23043796606362,-35.9242390282452,"066"
"686","688","PLINIO LEMOS","380","SIM",-7.2318690083921,-35.9262289758772,"066"
"2720","700","CAICO","PONTO FINAL","",-7.22570696845651,-35.9317339584231,"066"
"2724","704","PLINIO LEMOS","MERCADO DAS MALVINAS","SIM",-7.23620999604464,-35.9244879707694,"066"
"851","868","CAICO","ESCOLA CARLOS DRUMOND DE ANDRADE - OPOSTO","SIM",-7.23125302232802,-35.9272629674524,"066"
"852","870","CAICO","96 - OPOSTO","",-7.22885102033615,-35.9284930117428,"066"
"853","872","CAICO","943 - OPOSTO","",-7.22655597142875,-35.9304029960185,"066"
"867","888","ENGENHEIRO LOURIVAL DE ANDRADE","1673","",-7.22924002446234,-35.9149849880487,"066"
"6113","048","MELO LEITAO ","PRACINHA","SIM",-7.22282401286066,-35.8928170334547,"077"
"3081","049","DOM PEDRO I","480","SIM",-7.22605196759105,-35.8925590384751,"077"
"2071","050","DOM PEDRO I","MORTUARIA","",-7.22784301266074,-35.8933269884437,"077"
"2072","051","ALMIRANTE BARROSO","MATERIAL DE CONSTRUCAO","SIM",-7.23009296692908,-35.8938159886747,"077"
"1097","087","ALMIRANTE BARROSO"," 1599","",-7.24269700236619,-35.9018239751458,"077"
"1098","088","ALMIRANTE BARROSO"," PANIFICADORA SOUZA","",-7.24125196225941,-35.9008530154824,"077"
"1099","089","ALMIRANTE BARROSO","1043","",-7.23895096220076,-35.8988789934664,"077"
"2111","090","ALMIRANTE BARROSO","149","",-7.23222197033465,-35.8941419608891,"077"
"3123","091","ALMIRANTE BARROSO"," BORBOREMA","SIM",-7.23080903291702,-35.8937979675829,"077"
"3124","092","DOM PEDRO I"," HOSPITAL","SIM",-7.22901798784733,-35.8934030123054,"077"
"3125","093","DOM PEDRO I"," FACULDADE DE COMUNICACAO","SIM",-7.22632303833961,-35.8925300370901,"077"
"1166","156","ALMIRANTE BARROSO"," 303 - OPOSTO","SIM",-7.23356802016497,-35.8949079830199,"077"
"1167","157","ALMIRANTE BARROSO"," 470A","",-7.23476696759462,-35.895782969892,"077"
"1168","158","ALMIRANTE BARROSO"," 820","SIM",-7.23725002259016,-35.8977539744228,"077"
"1169","159","ALMIRANTE BARROSO","PANIFICADORA RAINHA DO CRUZEIRO","SIM",-7.23853002302349,-35.8987029734999,"077"
"1170","160","ALMIRANTE BARROSO","1408","",-7.24104903638363,-35.9009049832821,"077"
"1171","161","ALMIRANTE BARROSO","1716","",-7.24324903450906,-35.9025540389121,"077"
"6227","162","ALMIRANTE BARROSO","1908","",-7.24415503442288,-35.9040699899197,"077"
"6228","163","ALMIRANTE BARROSO","2248","",-7.24545196630061,-35.9067100379616,"077"
"6229","164","ALMIRANTE BARROSO","2690","",-7.24616099148989,-35.910662021488,"077"
"7241","165","FRANCISCO LOPES DE ALMEIDA"," 242","SIM",-7.24632997065783,-35.9124610293657,"077"
"5220","166","FRANCISCO LOPES DE ALMEIDA ","SAFRA - OPOSTO","SIM",-7.24641202948987,-35.916228024289,"077"
"5221","167","FRANCISCO LOPES DE ALMEIDA","115","",-7.2465209942311,-35.9187900368124,"077"
"5222","168","FRANCISCO LOPES DE ALMEIDA ","POSTO DE SAUDE","",-7.2469649836421,-35.9208929724991,"077"
"6242","177","FRANCISCO LOPES DE ALMEIDA"," 09","",-7.24842896685004,-35.9226629789919,"077"
"6243","178","FRANCISCO LOPES DE ALMEIDA","06","SIM",-7.24731501191854,-35.9211969841272,"077"
"6244","179","FRANCISCO LOPES DE ALMEIDA"," 839","",-7.24662501364946,-35.9189340379089,"077"
"6245","180","FRANCISCO LOPES DE ALMEIDA ","SAFRA","SIM",-7.24648796953261,-35.9162049740553,"077"
"6246","181","FRANCISCO LOPES DE ALMEIDA","155","",-7.2464850358665,-35.9127799607813,"077"
"181","182","ALMIRANTE BARROSO","2591","SIM",-7.24621597677469,-35.9102839976549,"077"
"182","183","ALMIRANTE BARROSO"," 2439","",-7.24597902037203,-35.9087330102921,"077"
"183","184","ALMIRANTE BARROSO ","A&C","",-7.24527200683951,-35.9058489650488,"077"
"184","185","ALMIRANTE BARROSO","1812","",-7.24399804137647,-35.9036339633167,"077"
"3352","320","ODON BEZERRA","627","",-7.23635701462626,-35.8962830342352,"077"
"625","627","CARMELITA SILVA DE ARAUJO","373 - OPOSTO","",-7.25442202761769,-35.9260719828308,"077"
"626","628","CARMELITA SILVA DE ARAUJO","664","",-7.25396898575127,-35.9235450066626,"077"
"627","629","OTAVIO BATISTA CABRAL (TRAVESSA)","ESCOLA MUNICIPAL","SIM",-7.25361602380872,-35.9202759806067,"077"
"628","630","OTAVIO BATISTA CABRAL","808","",-7.25516399368644,-35.9207440260798,"077"
"629","631","OTAVIO BATISTA CABRAL","DISTRIBUIDORA DE GAS","",-7.2570759896189,-35.9202739689499,"077"
"630","632","OTAVIO BATISTA CABRAL","Q-7; L-7","",-7.25846503861248,-35.920030977577,"077"
"631","633","OTAVIO BATISTA CABRAL","Q-9; L-24","",-7.25944798439741,-35.9198630042374,"077"
"632","634","PROJETADA","Q-I; MINI BOX JOSIENE","",-7.26027796044946,-35.9213369619101,"077"
"633","635","PROJETADA","Q-8, 529","SIM",-7.25815800949931,-35.9222550317645,"077"
"634","636","PROJETADA","Q-14, 390","",-7.25737798959017,-35.9239569772035,"077"
"635","637","STENIO MOZART BEZERRA DE LIMA","451","",-7.25590797141194,-35.9257989842445,"077"
"636","638","ARQUITETO RENATO AZEVEDO","194A - LATERAL","",-7.25528603419662,-35.9276699926704,"077"
"637","639","LINDOLFO ALBUQUERQUE","524 - VIZINHO","",-7.25248002447188,-35.9199800156057,"077"
"638","640","OTAVIO BATISTA CABRAL","80","",-7.24922600202262,-35.9226140286773,"077"
"639","641","JOSE NOGUEIRA PEREIRA","46","",-7.24848202429712,-35.9219800215214,"077"
"640","642","JOSE NOGUEIRA PEREIRA","7B","",-7.24984902888537,-35.9213730040938,"077"
"641","643","JOSE NOGUEIRA PEREIRA","387 - OPOSTO","",-7.25134997628629,-35.9209170285612,"077"
"7124","048","MELO LEITAO ","PRACINHA","SIM",-7.22282401286066,-35.8928170334547,"090"
"4092","049","DOM PEDRO I","480","SIM",-7.22605196759105,-35.8925590384751,"090"
"3082","050","DOM PEDRO I","MORTUARIA","",-7.22784301266074,-35.8933269884437,"090"
"3083","051","ALMIRANTE BARROSO","MATERIAL DE CONSTRUCAO","SIM",-7.23009296692908,-35.8938159886747,"090"
"2108","087","ALMIRANTE BARROSO"," 1599","",-7.24269700236619,-35.9018239751458,"090"
"2109","088","ALMIRANTE BARROSO"," PANIFICADORA SOUZA","",-7.24125196225941,-35.9008530154824,"090"
"2110","089","ALMIRANTE BARROSO","1043","",-7.23895096220076,-35.8988789934664,"090"
"3122","090","ALMIRANTE BARROSO","149","",-7.23222197033465,-35.8941419608891,"090"
"5145","091","ALMIRANTE BARROSO"," BORBOREMA","SIM",-7.23080903291702,-35.8937979675829,"090"
"5146","092","DOM PEDRO I"," HOSPITAL","SIM",-7.22901798784733,-35.8934030123054,"090"
"5147","093","DOM PEDRO I"," FACULDADE DE COMUNICACAO","SIM",-7.22632303833961,-35.8925300370901,"090"
"3132","100","FLORIANO PEIXOTO","1054","",-7.21759496256709,-35.8796020410955,"090"
"2177","156","ALMIRANTE BARROSO"," 303 - OPOSTO","SIM",-7.23356802016497,-35.8949079830199,"090"
"2178","157","ALMIRANTE BARROSO"," 470A","",-7.23476696759462,-35.895782969892,"090"
"2179","158","ALMIRANTE BARROSO"," 820","SIM",-7.23725002259016,-35.8977539744228,"090"
"2180","159","ALMIRANTE BARROSO","PANIFICADORA RAINHA DO CRUZEIRO","SIM",-7.23853002302349,-35.8987029734999,"090"
"2181","160","ALMIRANTE BARROSO","1408","",-7.24104903638363,-35.9009049832821,"090"
"2182","161","ALMIRANTE BARROSO","1716","",-7.24324903450906,-35.9025540389121,"090"
"9279","181","FRANCISCO LOPES DE ALMEIDA","155","",-7.2464850358665,-35.9127799607813,"090"
"7258","182","ALMIRANTE BARROSO","2591","SIM",-7.24621597677469,-35.9102839976549,"090"
"7259","183","ALMIRANTE BARROSO"," 2439","",-7.24597902037203,-35.9087330102921,"090"
"7260","184","ALMIRANTE BARROSO ","A&C","",-7.24527200683951,-35.9058489650488,"090"
"7261","185","ALMIRANTE BARROSO","1812","",-7.24399804137647,-35.9036339633167,"090"
"185","186","JUSCELINO KUBITSCHEK ","CRUZEIRO - OPOSTO","",-7.24449399858713,-35.9034939855337,"090"
"186","187","JUSCELINO KUBITSCHEK, ","1295 - OPOSTO","",-7.24685400724411,-35.9047699626535,"090"
"187","188","JUSCELINO KUBITSCHEK ","IGREJA VERBO DA VIDA","",-7.24851001985371,-35.905617037788,"090"
"188","189","JUSCELINO KUBITSCHEK","1800","",-7.25038697943091,-35.9065249655396,"090"
"189","190","JUSCELINO KUBITSCHEK","1856","",-7.2517020162195,-35.9072599746287,"090"
"190","191","JUSCELINO KUBITSCHEK","2002","",-7.25327798165381,-35.9080689959228,"090"
"191","192","JUSCELINO KUBITSCHEK"," ASSEMBLEIA DE DEUS - OPOSTO","",-7.25512099452317,-35.9090179949999,"090"
"192","193","JUSCELINO KUBITSCHEK","2550","",-7.25640904158354,-35.9096990246326,"090"
"193","194","JUSCELINO KUBITSCHEK","2910","SIM",-7.26105001755059,-35.9118889644742,"090"
"194","195","JUSCELINO KUBITSCHEK","2739","",-7.25824803113937,-35.9103829879314,"090"
"195","196","JUSCELINO KUBITSCHEK"," 2175","",-7.25353999994695,-35.9079379867762,"090"
"196","197","JUSCELINO KUBITSCHEK"," 1791","SIM",-7.25111897103489,-35.9066889993846,"090"
"197","198","JUSCELINO KUBITSCHEK","1679","",-7.24999998696148,-35.9061239752918,"090"
"198","199","JUSCELINO KUBITSCHEK","1533","",-7.24861102178693,-35.9054339770228,"090"
"199","200","JUSCELINO KUBITSCHEK"," 1295","",-7.24698803387582,-35.9045900031924,"090"
"200","201","JUSCELINO KUBITSCHEK","830 - OPOSTO","",-7.24488300271332,-35.903491973877,"090"
"6385","320","ODON BEZERRA","627","",-7.23635701462626,-35.8962830342352,"090"
"813","827","TRES IRMAS","BAR DO DUDU","",-7.26258901879191,-35.9213959705085,"090"
"8135","048","MELO LEITAO ","PRACINHA","SIM",-7.22282401286066,-35.8928170334547,"092"
"7125","049","DOM PEDRO I","480","SIM",-7.22605196759105,-35.8925590384751,"092"
"6115","050","DOM PEDRO I","MORTUARIA","",-7.22784301266074,-35.8933269884437,"092"
"6116","051","ALMIRANTE BARROSO","MATERIAL DE CONSTRUCAO","SIM",-7.23009296692908,-35.8938159886747,"092"
"4130","087","ALMIRANTE BARROSO"," 1599","",-7.24269700236619,-35.9018239751458,"092"
"4131","088","ALMIRANTE BARROSO"," PANIFICADORA SOUZA","",-7.24125196225941,-35.9008530154824,"092"
"4132","089","ALMIRANTE BARROSO","1043","",-7.23895096220076,-35.8988789934664,"092"
"6155","090","ALMIRANTE BARROSO","149","",-7.23222197033465,-35.8941419608891,"092"
"9189","091","ALMIRANTE BARROSO"," BORBOREMA","SIM",-7.23080903291702,-35.8937979675829,"092"
"9190","092","DOM PEDRO I"," HOSPITAL","SIM",-7.22901798784733,-35.8934030123054,"092"
"9191","093","DOM PEDRO I"," FACULDADE DE COMUNICACAO","SIM",-7.22632303833961,-35.8925300370901,"092"
"97","098","FLORIANO PEIXOTO ","REDE COMPRAS","",-7.21808304078877,-35.880768969655,"092"
"7232","156","ALMIRANTE BARROSO"," 303 - OPOSTO","SIM",-7.23356802016497,-35.8949079830199,"092"
"7233","157","ALMIRANTE BARROSO"," 470A","",-7.23476696759462,-35.895782969892,"092"
"9256","158","ALMIRANTE BARROSO"," 820","SIM",-7.23725002259016,-35.8977539744228,"092"
"161","162","ALMIRANTE BARROSO","1908","",-7.24415503442288,-35.9040699899197,"092"
"162","163","ALMIRANTE BARROSO","2248","",-7.24545196630061,-35.9067100379616,"092"
"163","164","ALMIRANTE BARROSO","2690","",-7.24616099148989,-35.910662021488,"092"
"164","165","FRANCISCO LOPES DE ALMEIDA"," 242","SIM",-7.24632997065783,-35.9124610293657,"092"
"165","166","FRANCISCO LOPES DE ALMEIDA ","SAFRA - OPOSTO","SIM",-7.24641202948987,-35.916228024289,"092"
"166","167","FRANCISCO LOPES DE ALMEIDA","115","",-7.2465209942311,-35.9187900368124,"092"
"167","168","FRANCISCO LOPES DE ALMEIDA ","POSTO DE SAUDE","",-7.2469649836421,-35.9208929724991,"092"
"168","169","FRANCISCO LOPES DE ALMEIDA ","LAVA JATO","",-7.24875502288342,-35.9232099819928,"092"
"1180","170","FRANCISCO LOPES DE ALMEIDA"," 2011 - OPOSTO","",-7.25153001956642,-35.9282879903913,"092"
"170","171","FRANCISCO LOPES DE ALMEIDA ","SEST - SENAT","SIM",-7.25160595960915,-35.9293710161,"092"
"171","172","FRANCISCO LOPES DE ALMEIDA ","CIRETRAN","",-7.25173403508961,-35.9306139685214,"092"
"172","173","FRANCISCO LOPES DE ALMEIDA ","CIRETRAN - OPOSTO","",-7.2518920339644,-35.9308210015297,"092"
"173","174","FRANCISCO LOPES DE ALMEIDA","1995","",-7.25159699097276,-35.9281009901315,"092"
"1185","175","FRANCISCO LOPES DE ALMEIDA","1914","",-7.2511319629848,-35.9268670063466,"092"
"1186","176","FRANCISCO LOPES DE ALMEIDA","699","",-7.24927201867104,-35.923767965287,"092"
"1187","177","FRANCISCO LOPES DE ALMEIDA"," 09","",-7.24842896685004,-35.9226629789919,"092"
"1188","178","FRANCISCO LOPES DE ALMEIDA","06","SIM",-7.24731501191854,-35.9211969841272,"092"
"1189","179","FRANCISCO LOPES DE ALMEIDA"," 839","",-7.24662501364946,-35.9189340379089,"092"
"1190","180","FRANCISCO LOPES DE ALMEIDA ","SAFRA","SIM",-7.24648796953261,-35.9162049740553,"092"
"1191","181","FRANCISCO LOPES DE ALMEIDA","155","",-7.2464850358665,-35.9127799607813,"092"
"1192","182","ALMIRANTE BARROSO","2591","SIM",-7.24621597677469,-35.9102839976549,"092"
"1193","183","ALMIRANTE BARROSO"," 2439","",-7.24597902037203,-35.9087330102921,"092"
"1194","184","ALMIRANTE BARROSO ","A&C","",-7.24527200683951,-35.9058489650488,"092"
"1195","185","ALMIRANTE BARROSO","1812","",-7.24399804137647,-35.9036339633167,"092"
"2228","207","MANOEL GONCALVES DE GUMARAES ","FIEP","SIM",-7.22221397794783,-35.8756030350924,"092"
"2229","208","JILO GUEDES","39","SIM",-7.21866801381111,-35.8754870295525,"092"
"3244","212","JILO GUEDES ","BORBAO","SIM",-7.21887102350593,-35.8757740259171,"092"
"1223","213","JILO GUEDES ","POSTO ALE","SIM",-7.22149196080863,-35.8754059765488,"092"
"2237","216","SEVERINO BEZERRA CABRAL ","ESCOLA NORMAL","",-7.23010897636414,-35.8728869631886,"092"
"2238","217","SEVERINO BEZERRA CABRAL ","ESCOLA NORMAL","SIM",-7.23025700077415,-35.8727790042758,"092"
"2239","218","SEVERINO BEZERRA CABRAL ","AUTO SHOPPING - OPOSTO","SIM",-7.23250301554799,-35.8709580358118,"092"
"2240","219","SEVERINO BEZERRA CABRAL ","COPASA","SIM",-7.23531497642398,-35.8686000388116,"092"
"2241","220","SEVERINO BEZERRA CABRAL"," EXTRA","SIM",-7.23486604169011,-35.868728030473,"092"
"2242","221","SEVERINO BEZERRA CABRAL ","POLÍCIA FEDERAL","",-7.23320298828185,-35.8700950350612,"092"
"2243","222","SEVERINO BEZERRA CABRAL ","AUTO-MOTIVA","",-7.22968401387334,-35.8730169665068,"092"
"2244","223","SEVERINO BEZERRA CABRAL ","AUTO-MOTIVA","SIM",-7.2295459639281,-35.8731240034103,"092"
"2245","224","SEVERINO BEZERRA CABRAL"," 205","",-7.22659796476364,-35.8755740337074,"092"
"2251","230","SEVERINO BEZERRA CABRAL ","HOSPITAL MARIANA","SIM",-7.22638506442308,-35.8759453520179,"092"
"4363","320","ODON BEZERRA","627","",-7.23635701462626,-35.8962830342352,"092"
"2442","421","TAVARES CAVALCANTE","454 - OPOSTO","",-7.21751902252436,-35.8779509738088,"092"
"2443","422","TAVARES CAVALCANTE","599 - OPOSTO","",-7.21780803054571,-35.8767350111157,"092"
"4471","428","TERMINAL RODOVIARIO ARGEMIRO DE FIQUEIREDO","PORTAO DE EMBARQUE","",-7.23823498003185,-35.8702259603888,"092"
"4472","429","EUTECIA VITAL RIBEIRO","CEDMEX - OPOSTO","SIM",-7.23944700323045,-35.8725279662758,"092"
"4473","430","BASÍLIO DE ARAUJO","RODOVIARIA","",-7.23739000037313,-35.87079199031,"092"
"4474","431","OTACÍLIO NEPOMUCENO","PARTAGE","SIM",-7.23633798770607,-35.8710150327533,"092"
"4475","432","OTACÍLIO NEPOMUCENO","PARTAGE","SIM",-7.23628803156316,-35.8710580319166,"092"
"4476","433","OTACÍLIO NEPOMUCENO","PARTAGE","SIM",-7.23628803156316,-35.8710580319166,"092"
"4477","434","OTACÍLIO NEPOMUCENO","CITROEN","SIM",-7.23518597893417,-35.8719399757683,"092"
"2598","577","SEVERINO BEZERRA CABRAL ","COPASA","SIM",-7.23531497642398,-35.8686000388116,"092"
"2599","578","SEVERINO BEZERRA CABRAL ","COPASA","SIM",-7.23531497642398,-35.8686000388116,"092"
"2600","579","SEVERINO BEZERRA CABRAL ","EXTRA","SIM",-7.23486604169011,-35.868728030473,"092"
"1740","732","JOAO FLORENTINO DE CARVALHO","VIALUZ - OPOSTO","",-7.22433501854539,-35.8767849672586,"092"
"807","821","RODOVIA RAIMUNDO ASFORA","ENTRADA DO VERDEJANTE","SIM",-7.25238396786153,-35.9335899632424,"092"
"808","822","CONJUNTO MAJOR VENEZIANO","II","SIM",-7.27089196443558,-35.9364369604737,"092"
"809","823","CONJUNTO MAJOR VENEZIANO","III","SIM",-7.27153301239014,-35.9361959807575,"092"
"810","824","PETROPOLES","548","",-7.27179503068328,-35.9321679733694,"092"
"811","825","PETROPOLES","560","",-7.2716589923948,-35.9320239722729,"092"
"812","826","PETROPOLES","MINI-BOX DO SOL","",-7.2709649708122,-35.9304749965668,"092"
"2835","827","TRES IRMAS","BAR DO DUDU","",-7.26258901879191,-35.9213959705085,"092"
"1022","012","FLORIANO PEIXOTO","OI - TELEMAR","",-7.22037901170551,-35.8855550363659,"101"
"1023","013","FLORIANO PEIXOTO","FEIRA CENTRAL","SIM",-7.21751097589731,-35.8795329742133,"101"
"1024","014","JANUNCIO FERREIRA","CASA CORAL","SIM",-7.21555204130709,-35.8793410286307,"101"
"1025","015","JANUNCIO FERREIRA","YPIRANGA","SIM",-7.2151160147041,-35.8809800259768,"101"
"15","016","JANUNCIO FERREIRA  ","ESCOLA LIONS","SIM",-7.21343100070953,-35.8834469877183,"101"
"16","017","VIGOLVINO WANDERLEY","194","",-7.21412301063537,-35.885142982006,"101"
"17","018","FRANCISCO AFONSO DE ALBUQUERQUE","98","",-7.20880896784365,-35.8875329978764,"101"
"18","019","FRANCISCO AFONSO DE ALBUQUERQUE","290","",-7.20843496732413,-35.8863049652427,"101"
"19","020","CAPITAO ADHEMAR DE PAIVA","180","",-7.20757900737226,-35.8848200272768,"101"
"20","021","NEWTON ESTILAC LEAL","219","",-7.20712898299098,-35.8855490013957,"101"
"21","022","ADALTO TRAVASSOS DE MOURA","","SIM",-7.20559199340641,-35.8857410307973,"101"
"22","023","ADALTO TRAVASSOS DE MOURA","424","",-7.20403798855841,-35.8853920083492,"101"
"23","024","ADALTO TRAVASSOS DE MOURA","670","",-7.20224099233746,-35.8849009964615,"101"
"24","025","PRESIDENTE ROOSEVELT","243","",-7.2022720053792,-35.8831709716469,"101"
"25","026","PRESIDENTE ROOSEVELT","51","",-7.20276796258986,-35.8811719715595,"101"
"26","027","DR. VASCONCELOS","SUCATA","",-7.19939600676298,-35.8792739734053,"101"
"27","028","NACOES","ESC ANA AZEVEDO","",-7.19602899625897,-35.8795710280537,"101"
"28","029","NACOES","","",-7.1923790127039,-35.8807119727134,"101"
"29","030","REPUBLICA PORTUGUESA","","SIM",-7.18703102320433,-35.8813429623842,"101"
"30","031","NACOES","","",-7.18936798162758,-35.8812060020864,"101"
"31","032","NACOES","815","SIM",-7.19132297672331,-35.8810490090399,"101"
"32","033","NACOES","625","",-7.19283297657967,-35.8806669618934,"101"
"33","034","NACOES","406","",-7.19421699643135,-35.8806890062987,"101"
"34","035","NACOES","175","SIM",-7.1974659897387,-35.8785269781947,"101"
"1046","036","MANOEL TAVARES","UPA","SIM",-7.20002599060535,-35.877134995535,"101"
"36","037","APOLONIA AMORIM","593","SIM",-7.20501397736371,-35.8753359876573,"101"
"37","038","REVERENDO AUGUSTO SANTIAGO","219 - OPOSTO","",-7.20617503859103,-35.8767839614301,"101"
"38","039","FELIX CAROLINO BARBOSA","454","SIM",-7.20912999473512,-35.8771990332752,"101"
"39","040","NEWTON ESTILAC LEAL","1133","",-7.2091259714216,-35.8779389876872,"101"
"41","042","ESTELITA CRUZ","615","",-7.21086898818612,-35.8801249880343,"101"
"42","043","ESTELITA CRUZ","459","",-7.21213297918439,-35.8804610185325,"101"
"43","044","ANTONIO CAMPOS","213","",-7.21241796389222,-35.8812309801578,"101"
"1055","045","JANUNCIO FERREIRA","SOLON DE LUCENA","SIM",-7.2152219619602,-35.8818120136857,"101"
"1056","046","JANUNCIO FERREIRA","JORNAL CORREIO","SIM",-7.21593601629138,-35.8790339995175,"101"
"46","047","PRACA DA BANDEIRA","","SIM",-7.2197930328548,-35.8847780339419,"101"
"47","048","MELO LEITAO ","PRACINHA","SIM",-7.22282401286066,-35.8928170334547,"101"
"5103","049","DOM PEDRO I","480","SIM",-7.22605196759105,-35.8925590384751,"101"
"4093","050","DOM PEDRO I","MORTUARIA","",-7.22784301266074,-35.8933269884437,"101"
"4094","051","ALMIRANTE BARROSO","MATERIAL DE CONSTRUCAO","SIM",-7.23009296692908,-35.8938159886747,"101"
"1062","052","RIO DE JANEIRO","517","",-7.23273502662778,-35.8939449861645,"101"
"52","053","ESPÍRITO SANTO","PRACA","",-7.23266696557403,-35.8926499821245,"101"
"53","054","ESPÍRITO SANTO","470","",-7.23453101702034,-35.8923850301653,"101"
"54","055","ESPÍRITO SANTO","606","",-7.23554103635252,-35.8922530151903,"101"
"55","056","ESPÍRITO SANTO","408","",-7.2374190017581,-35.8920350018888,"101"
"56","057","ESPÍRITO SANTO","1288","",-7.2408880200237,-35.8916129730641,"101"
"57","058","APRÍGIO NEPOMUCENO","","",-7.24302699789405,-35.891980016604,"101"
"58","059","APRÍGIO NEPOMUCENO","484","",-7.24319597706199,-35.8934930339455,"101"
"59","060","SEVERINO PIMENTEL","ED. CANAA III","",-7.24425402469933,-35.8935669623315,"101"
"60","061","PEDRO OTAVIO DE FARIAS LEITE","690","",-7.24503697827458,-35.8940189983695,"101"
"61","062","GETULIO CAVALCANTE","1166","",-7.24714703857899,-35.8940530288964,"101"
